words,ocurrences
panic,475
fear,2052
sad,2086
mental,2179
mind,1350
sorry,1346
shame,1005
hate,1772
hell,1308
bad,3365
feel,2880
feeling,833
shit,2267
worst,2240
worse,2187
blame,1561
lonely,129
chaos,449
mad,656
ruined,198
anxiety,724
stress,822
stressed,173
phobia,8
shame,1005
hurt,430
disorder,84
loneliness,142
turmoil,62
anger,141
horror,188
rage,104
fate,117
nervous,85
restless,16
depression,1417
grief,185
worry,1037
worried,850
angst,15
depressed,72
suicide,684
suffer,561
suffering,1048
uncertainty,509
uneasy,11
sadness,85
afraid,525
alone,1221
suicidal,41
mood,168
tension,77
anxious,183
desperate,312
dismal,40
exhausted,107
insecure,50
distress,237
distressed,37
frustration,83
disgusting,469
boredom,61
bored,200
insane,328
stupidity,411
bullshit,536
uncertain,312
displeased,1
uncomfortable,85
melancholy,3
overwhelmed,230
pessimistic,21
unhappy,32
upset,192
outrage,120
ass,816
damn,1266
covidiot,307
terrify,3
terrified,100
terrifying,154
distrust,33
scare,327
scared,581
scaring,33
dread,18
failed,1280
failed,1280
failure,1222
fuck,1923
fucking,1636
miserable,68
regret,116
shock,375
shocked,286
negligence,261
betrayed,25
cry,248
crying,198
idiot,769
idiots,624
selfish,370
upheaval,42
mess,425
crisis,11678
horrible,417
violence,678
abuse,490
rape,75
stupid,1655
