words,ocurrences
panic,482
fear,1960
sad,1682
mental,1761
mind,1168
sorry,1148
shame,733
hate,1306
hell,1181
bad,2416
feel,2292
feeling,703
shit,2140
worst,1718
worse,1772
blame,1834
lonely,64
chaos,298
mad,435
ruined,180
anxiety,675
stress,644
stressed,137
phobia,12
shame,733
hurt,320
disorder,70
loneliness,94
turmoil,30
anger,156
horror,126
rage,228
fate,81
nervous,79
restless,19
depression,620
grief,185
worry,824
worried,805
angst,11
depressed,59
suicide,378
suffer,393
suffering,1980
uncertainty,471
uneasy,19
sadness,74
afraid,479
alone,999
suicidal,22
mood,114
tension,40
anxious,143
desperate,361
dismal,16
exhausted,72
insecure,91
distress,191
distressed,26
frustration,150
disgusting,658
boredom,58
bored,144
insane,321
stupidity,347
bullshit,588
uncertain,316
displeased,0
uncomfortable,98
melancholy,3
overwhelmed,220
pessimistic,22
unhappy,24
upset,192
outrage,101
ass,939
damn,1083
covidiot,157
terrify,6
terrified,97
terrifying,129
distrust,34
scare,220
scared,497
scaring,34
dread,21
failed,1621
failed,1621
failure,1470
fuck,1785
fucking,1539
miserable,52
regret,100
shock,283
shocked,216
negligence,202
betrayed,15
cry,271
crying,215
idiot,731
idiots,534
selfish,286
upheaval,28
mess,392
crisis,10200
horrible,442
violence,586
abuse,503
rape,46
stupid,1642
