words,ocurrences
panic,215
fear,696
sad,347
mental,302
mind,391
sorry,413
shame,215
hate,408
hell,583
bad,1158
feel,827
feeling,284
shit,1057
worst,659
worse,766
blame,409
lonely,22
chaos,157
mad,121
ruined,34
anxiety,144
stress,153
stressed,43
phobia,7
shame,215
hurt,84
disorder,27
loneliness,6
turmoil,20
anger,39
horror,60
rage,40
fate,21
nervous,32
restless,2
depression,53
grief,40
worry,250
worried,294
angst,1
depressed,17
suicide,89
suffer,159
suffering,209
uncertainty,76
uneasy,2
sadness,9
afraid,140
alone,320
suicidal,8
mood,32
tension,9
anxious,30
desperate,68
dismal,5
exhausted,87
insecure,13
distress,23
distressed,2
frustration,41
disgusting,143
boredom,4
bored,21
insane,240
stupidity,142
bullshit,250
uncertain,24
displeased,1
uncomfortable,23
melancholy,1
overwhelmed,165
pessimistic,6
unhappy,11
upset,56
outrage,46
ass,252
damn,570
covidiot,57
terrify,4
terrified,40
terrifying,83
distrust,15
scare,145
scared,165
scaring,20
dread,14
failed,591
failed,591
failure,337
fuck,873
fucking,755
miserable,28
regret,32
shock,157
shocked,77
negligence,57
betrayed,5
cry,51
crying,78
idiot,195
idiots,260
selfish,159
upheaval,11
mess,169
crisis,734
horrible,130
violence,103
abuse,101
rape,10
stupid,523
