words,ocurrences
panic,133
fear,646
sad,713
mental,1001
mind,488
sorry,801
shame,360
hate,409
hell,580
bad,1198
feel,1156
feeling,397
shit,989
worst,1034
worse,848
blame,756
lonely,49
chaos,130
mad,177
ruined,55
anxiety,257
stress,391
stressed,66
phobia,2
shame,360
hurt,176
disorder,102
loneliness,57
turmoil,19
anger,128
horror,73
rage,51
fate,46
nervous,41
restless,3
depression,223
grief,162
worry,314
worried,309
angst,10
depressed,40
suicide,143
suffer,234
suffering,473
uncertainty,194
uneasy,7
sadness,43
afraid,165
alone,499
suicidal,21
mood,37
tension,20
anxious,67
desperate,112
dismal,15
exhausted,54
insecure,11
distress,34
distressed,36
frustration,89
disgusting,200
boredom,9
bored,37
insane,126
stupidity,111
bullshit,224
uncertain,106
displeased,1
uncomfortable,78
melancholy,1
overwhelmed,115
pessimistic,10
unhappy,9
upset,93
outrage,55
ass,678
damn,544
covidiot,70
terrify,5
terrified,23
terrifying,54
distrust,29
scare,109
scared,215
scaring,41
dread,11
failed,639
failed,639
failure,739
fuck,946
fucking,793
miserable,18
regret,52
shock,92
shocked,205
negligence,135
betrayed,13
cry,90
crying,95
idiot,290
idiots,226
selfish,185
upheaval,10
mess,265
crisis,2232
horrible,163
violence,300
abuse,132
rape,38
stupid,577
