words,ocurrences
panic,593
fear,1939
sad,2002
mental,1082
mind,1049
sorry,1205
shame,957
hate,1194
hell,1338
bad,3074
feel,2100
feeling,555
shit,2475
worst,2632
worse,1695
blame,2272
lonely,48
chaos,241
mad,283
ruined,108
anxiety,476
stress,522
stressed,101
phobia,6
shame,957
hurt,304
disorder,88
loneliness,54
turmoil,42
anger,191
horror,141
rage,84
fate,67
nervous,81
restless,8
depression,319
grief,154
worry,788
worried,778
angst,6
depressed,65
suicide,364
suffer,493
suffering,837
uncertainty,304
uneasy,9
sadness,30
afraid,415
alone,992
suicidal,21
mood,88
tension,38
anxious,117
desperate,216
dismal,18
exhausted,59
insecure,31
distress,93
distressed,17
frustration,55
disgusting,650
boredom,12
bored,89
insane,316
stupidity,485
bullshit,586
uncertain,199
displeased,1
uncomfortable,91
melancholy,3
overwhelmed,360
pessimistic,20
unhappy,40
upset,116
outrage,224
ass,1045
damn,1531
covidiot,324
terrify,5
terrified,92
terrifying,157
distrust,29
scare,246
scared,412
scaring,49
dread,14
failed,1764
failed,1764
failure,1649
fuck,1972
fucking,1843
miserable,71
regret,205
shock,289
shocked,268
negligence,275
betrayed,24
cry,148
crying,137
idiot,1019
idiots,474
selfish,474
upheaval,29
mess,394
crisis,6155
horrible,440
violence,1035
abuse,386
rape,398
stupid,1753
