words,ocurrences
panic,51
fear,308
sad,181
mental,613
mind,212
sorry,160
shame,113
hate,113
hell,123
bad,438
feel,296
feeling,102
shit,264
worst,198
worse,274
blame,124
lonely,4
chaos,41
mad,27
ruined,26
anxiety,295
stress,94
stressed,15
phobia,4
shame,113
hurt,39
disorder,58
loneliness,10
turmoil,5
anger,38
horror,26
rage,7
fate,13
nervous,28
restless,11
depression,176
grief,37
worry,107
worried,59
angst,1
depressed,28
suicide,115
suffer,104
suffering,210
uncertainty,23
uneasy,1
sadness,3
afraid,136
alone,141
suicidal,7
mood,9
tension,8
anxious,15
desperate,41
dismal,2
exhausted,36
insecure,5
distress,10
distressed,2
frustration,10
disgusting,116
boredom,3
bored,9
insane,89
stupidity,52
bullshit,89
uncertain,15
displeased,1
uncomfortable,4
melancholy,0
overwhelmed,59
pessimistic,1
unhappy,4
upset,30
outrage,18
ass,103
damn,93
covidiot,18
terrify,0
terrified,11
terrifying,20
distrust,5
scare,44
scared,38
scaring,6
dread,3
failed,110
failed,110
failure,115
fuck,191
fucking,157
miserable,7
regret,19
shock,24
shocked,25
negligence,22
betrayed,1
cry,26
crying,20
idiot,101
idiots,77
selfish,59
upheaval,4
mess,52
crisis,377
horrible,47
violence,86
abuse,67
rape,25
stupid,238
