words,ocurrences
panic,52
fear,288
sad,228
mental,347
mind,179
sorry,209
shame,109
hate,158
hell,157
bad,413
feel,381
feeling,121
shit,351
worst,241
worse,288
blame,144
lonely,10
chaos,39
mad,38
ruined,16
anxiety,69
stress,108
stressed,21
phobia,0
shame,109
hurt,53
disorder,27
loneliness,9
turmoil,7
anger,72
horror,24
rage,8
fate,5
nervous,10
restless,26
depression,76
grief,27
worry,103
worried,79
angst,0
depressed,6
suicide,49
suffer,79
suffering,188
uncertainty,46
uneasy,2
sadness,5
afraid,73
alone,171
suicidal,7
mood,23
tension,6
anxious,21
desperate,65
dismal,3
exhausted,42
insecure,8
distress,30
distressed,7
frustration,68
disgusting,87
boredom,2
bored,56
insane,72
stupidity,48
bullshit,95
uncertain,20
displeased,0
uncomfortable,10
melancholy,0
overwhelmed,65
pessimistic,2
unhappy,3
upset,22
outrage,10
ass,101
damn,156
covidiot,24
terrify,1
terrified,32
terrifying,15
distrust,12
scare,37
scared,55
scaring,6
dread,1
failed,217
failed,217
failure,131
fuck,236
fucking,216
miserable,13
regret,16
shock,43
shocked,46
negligence,27
betrayed,2
cry,23
crying,40
idiot,90
idiots,80
selfish,70
upheaval,11
mess,51
crisis,800
horrible,43
violence,162
abuse,63
rape,19
stupid,252
