words,ocurrences
panic,85
fear,539
sad,292
mental,229
mind,283
sorry,331
shame,182
hate,260
hell,401
bad,721
feel,595
feeling,207
shit,598
worst,337
worse,495
blame,310
lonely,5
chaos,195
mad,58
ruined,44
anxiety,85
stress,75
stressed,23
phobia,1
shame,182
hurt,71
disorder,25
loneliness,11
turmoil,12
anger,137
horror,48
rage,17
fate,31
nervous,23
restless,2
depression,44
grief,46
worry,237
worried,332
angst,1
depressed,20
suicide,69
suffer,912
suffering,220
uncertainty,43
uneasy,2
sadness,12
afraid,121
alone,883
suicidal,11
mood,28
tension,8
anxious,21
desperate,40
dismal,6
exhausted,47
insecure,4
distress,13
distressed,3
frustration,37
disgusting,81
boredom,0
bored,17
insane,107
stupidity,151
bullshit,233
uncertain,45
displeased,0
uncomfortable,13
melancholy,0
overwhelmed,44
pessimistic,6
unhappy,9
upset,23
outrage,53
ass,182
damn,336
covidiot,53
terrify,2
terrified,27
terrifying,41
distrust,32
scare,207
scared,297
scaring,11
dread,9
failed,279
failed,279
failure,218
fuck,508
fucking,496
miserable,28
regret,37
shock,48
shocked,92
negligence,38
betrayed,4
cry,50
crying,44
idiot,197
idiots,244
selfish,138
upheaval,3
mess,124
crisis,2820
horrible,69
violence,143
abuse,64
rape,17
stupid,639
