words,ocurrences
panic,446
fear,1462
sad,1126
mental,1370
mind,1071
sorry,1114
shame,692
hate,1066
hell,1211
bad,2815
feel,2057
feeling,681
shit,2769
worst,1878
worse,1805
blame,1066
lonely,86
chaos,310
mad,354
ruined,119
anxiety,525
stress,588
stressed,169
phobia,3
shame,692
hurt,568
disorder,97
loneliness,163
turmoil,72
anger,112
horror,88
rage,72
fate,57
nervous,105
restless,9
depression,356
grief,139
worry,762
worried,770
angst,11
depressed,88
suicide,216
suffer,512
suffering,632
uncertainty,418
uneasy,15
sadness,32
afraid,409
alone,882
suicidal,21
mood,155
tension,63
anxious,129
desperate,227
dismal,28
exhausted,86
insecure,29
distress,104
distressed,24
frustration,62
disgusting,380
boredom,34
bored,138
insane,329
stupidity,433
bullshit,505
uncertain,187
displeased,5
uncomfortable,106
melancholy,1
overwhelmed,157
pessimistic,33
unhappy,35
upset,119
outrage,151
ass,1078
damn,1238
covidiot,164
terrify,3
terrified,80
terrifying,138
distrust,42
scare,216
scared,521
scaring,22
dread,19
failed,1200
failed,1200
failure,1577
fuck,2550
fucking,1979
miserable,53
regret,179
shock,278
shocked,340
negligence,174
betrayed,38
cry,179
crying,178
idiot,931
idiots,580
selfish,415
upheaval,17
mess,350
crisis,7938
horrible,326
violence,745
abuse,378
rape,102
stupid,1964
