words,ocurrences
panic,56
fear,315
sad,334
mental,213
mind,219
sorry,234
shame,139
hate,164
hell,218
bad,554
feel,369
feeling,117
shit,437
worst,305
worse,452
blame,280
lonely,7
chaos,52
mad,50
ruined,18
anxiety,128
stress,61
stressed,18
phobia,2
shame,139
hurt,65
disorder,11
loneliness,5
turmoil,24
anger,79
horror,28
rage,23
fate,24
nervous,12
restless,2
depression,49
grief,31
worry,117
worried,131
angst,3
depressed,3
suicide,43
suffer,88
suffering,206
uncertainty,40
uneasy,1
sadness,7
afraid,104
alone,178
suicidal,8
mood,9
tension,5
anxious,19
desperate,46
dismal,6
exhausted,30
insecure,0
distress,10
distressed,4
frustration,14
disgusting,100
boredom,3
bored,8
insane,67
stupidity,74
bullshit,125
uncertain,26
displeased,0
uncomfortable,11
melancholy,0
overwhelmed,138
pessimistic,13
unhappy,5
upset,34
outrage,35
ass,133
damn,194
covidiot,21
terrify,0
terrified,15
terrifying,27
distrust,9
scare,112
scared,84
scaring,5
dread,5
failed,259
failed,259
failure,256
fuck,338
fucking,247
miserable,8
regret,24
shock,20
shocked,46
negligence,35
betrayed,3
cry,30
crying,30
idiot,132
idiots,106
selfish,134
upheaval,4
mess,92
crisis,1260
horrible,56
violence,146
abuse,80
rape,6
stupid,340
