words,ocurrences
panic,50
fear,460
sad,593
mental,412
mind,246
sorry,410
shame,190
hate,207
hell,250
bad,780
feel,580
feeling,164
shit,431
worst,354
worse,510
blame,253
lonely,15
chaos,53
mad,54
ruined,16
anxiety,98
stress,120
stressed,29
phobia,2
shame,190
hurt,63
disorder,16
loneliness,8
turmoil,4
anger,61
horror,31
rage,34
fate,23
nervous,19
restless,3
depression,50
grief,36
worry,176
worried,134
angst,1
depressed,9
suicide,123
suffer,121
suffering,1779
uncertainty,45
uneasy,1
sadness,21
afraid,157
alone,248
suicidal,11
mood,13
tension,6
anxious,26
desperate,57
dismal,3
exhausted,48
insecure,5
distress,15
distressed,0
frustration,17
disgusting,83
boredom,2
bored,12
insane,99
stupidity,229
bullshit,158
uncertain,15
displeased,0
uncomfortable,19
melancholy,0
overwhelmed,134
pessimistic,2
unhappy,6
upset,36
outrage,36
ass,152
damn,282
covidiot,162
terrify,2
terrified,26
terrifying,44
distrust,17
scare,86
scared,602
scaring,5
dread,7
failed,228
failed,228
failure,206
fuck,374
fucking,331
miserable,16
regret,21
shock,24
shocked,44
negligence,68
betrayed,8
cry,42
crying,32
idiot,243
idiots,221
selfish,197
upheaval,0
mess,91
crisis,1139
horrible,96
violence,92
abuse,49
rape,10
stupid,681
