words,ocurrences
panic,200
fear,879
sad,1306
mental,777
mind,588
sorry,674
shame,536
hate,651
hell,751
bad,2005
feel,1243
feeling,395
shit,1299
worst,959
worse,1242
blame,549
lonely,35
chaos,187
mad,183
ruined,63
anxiety,195
stress,288
stressed,74
phobia,2
shame,536
hurt,185
disorder,108
loneliness,32
turmoil,10
anger,65
horror,130
rage,46
fate,36
nervous,27
restless,2
depression,181
grief,82
worry,386
worried,595
angst,4
depressed,36
suicide,177
suffer,299
suffering,570
uncertainty,95
uneasy,16
sadness,40
afraid,237
alone,659
suicidal,19
mood,47
tension,8
anxious,44
desperate,115
dismal,5
exhausted,287
insecure,13
distress,52
distressed,7
frustration,41
disgusting,354
boredom,18
bored,35
insane,231
stupidity,295
bullshit,382
uncertain,48
displeased,0
uncomfortable,40
melancholy,4
overwhelmed,266
pessimistic,3
unhappy,13
upset,127
outrage,56
ass,635
damn,1015
covidiot,80
terrify,5
terrified,59
terrifying,159
distrust,35
scare,184
scared,224
scaring,27
dread,15
failed,770
failed,770
failure,680
fuck,1257
fucking,1183
miserable,32
regret,66
shock,100
shocked,114
negligence,182
betrayed,14
cry,147
crying,148
idiot,572
idiots,508
selfish,628
upheaval,8
mess,199
crisis,1666
horrible,378
violence,209
abuse,168
rape,45
stupid,1229
