words,ocurrences
panic,684
fear,1735
sad,2112
mental,1051
mind,1275
sorry,1320
shame,931
hate,1298
hell,1128
bad,2867
feel,2403
feeling,702
shit,2084
worst,1540
worse,1646
blame,1819
lonely,106
chaos,540
mad,560
ruined,107
anxiety,538
stress,554
stressed,115
phobia,8
shame,931
hurt,396
disorder,38
loneliness,60
turmoil,34
anger,174
horror,153
rage,80
fate,126
nervous,79
restless,20
depression,386
grief,159
worry,849
worried,801
angst,9
depressed,106
suicide,268
suffer,484
suffering,841
uncertainty,302
uneasy,11
sadness,66
afraid,512
alone,1147
suicidal,50
mood,113
tension,45
anxious,159
desperate,282
dismal,20
exhausted,95
insecure,27
distress,98
distressed,28
frustration,113
disgusting,513
boredom,73
bored,204
insane,406
stupidity,685
bullshit,527
uncertain,141
displeased,1
uncomfortable,70
melancholy,6
overwhelmed,237
pessimistic,21
unhappy,35
upset,146
outrage,112
ass,818
damn,1004
covidiot,324
terrify,3
terrified,108
terrifying,222
distrust,29
scare,264
scared,557
scaring,39
dread,15
failed,1164
failed,1164
failure,1139
fuck,1906
fucking,1629
miserable,48
regret,82
shock,206
shocked,256
negligence,321
betrayed,21
cry,295
crying,267
idiot,871
idiots,1163
selfish,409
upheaval,24
mess,408
crisis,9320
horrible,370
violence,610
abuse,381
rape,64
stupid,2353
