words,ocurrences
panic,39
fear,234
sad,190
mental,237
mind,211
sorry,176
shame,109
hate,132
hell,129
bad,350
feel,306
feeling,119
shit,231
worst,161
worse,202
blame,123
lonely,8
chaos,61
mad,43
ruined,18
anxiety,77
stress,82
stressed,12
phobia,0
shame,109
hurt,34
disorder,18
loneliness,7
turmoil,11
anger,21
horror,20
rage,12
fate,4
nervous,11
restless,2
depression,61
grief,22
worry,111
worried,73
angst,4
depressed,4
suicide,35
suffer,82
suffering,114
uncertainty,26
uneasy,1
sadness,3
afraid,68
alone,143
suicidal,3
mood,12
tension,6
anxious,10
desperate,32
dismal,5
exhausted,21
insecure,6
distress,11
distressed,1
frustration,4
disgusting,180
boredom,1
bored,7
insane,56
stupidity,51
bullshit,92
uncertain,11
displeased,0
uncomfortable,5
melancholy,0
overwhelmed,58
pessimistic,0
unhappy,5
upset,21
outrage,34
ass,79
damn,102
covidiot,12
terrify,0
terrified,11
terrifying,8
distrust,7
scare,33
scared,51
scaring,3
dread,3
failed,166
failed,166
failure,119
fuck,172
fucking,171
miserable,13
regret,12
shock,18
shocked,51
negligence,16
betrayed,4
cry,21
crying,23
idiot,67
idiots,116
selfish,102
upheaval,0
mess,53
crisis,548
horrible,35
violence,68
abuse,59
rape,11
stupid,233
