words,ocurrences
panic,189
fear,543
sad,593
mental,764
mind,444
sorry,456
shame,297
hate,388
hell,511
bad,1220
feel,1057
feeling,380
shit,966
worst,790
worse,788
blame,447
lonely,48
chaos,121
mad,138
ruined,47
anxiety,194
stress,256
stressed,61
phobia,6
shame,297
hurt,165
disorder,46
loneliness,49
turmoil,15
anger,120
horror,45
rage,33
fate,22
nervous,35
restless,2
depression,134
grief,85
worry,284
worried,284
angst,9
depressed,37
suicide,107
suffer,146
suffering,346
uncertainty,210
uneasy,5
sadness,31
afraid,172
alone,532
suicidal,14
mood,49
tension,15
anxious,89
desperate,139
dismal,24
exhausted,89
insecure,12
distress,50
distressed,9
frustration,55
disgusting,236
boredom,10
bored,26
insane,157
stupidity,99
bullshit,210
uncertain,101
displeased,0
uncomfortable,33
melancholy,0
overwhelmed,124
pessimistic,7
unhappy,12
upset,85
outrage,72
ass,426
damn,471
covidiot,82
terrify,0
terrified,25
terrifying,59
distrust,24
scare,68
scared,181
scaring,7
dread,5
failed,597
failed,597
failure,717
fuck,900
fucking,769
miserable,16
regret,45
shock,85
shocked,120
negligence,82
betrayed,14
cry,100
crying,105
idiot,183
idiots,152
selfish,131
upheaval,9
mess,218
crisis,1784
horrible,126
violence,352
abuse,140
rape,22
stupid,454
