words,ocurrences
panic,641
fear,1098
sad,764
mental,760
mind,693
sorry,939
shame,761
hate,794
hell,1126
bad,1734
feel,1504
feeling,518
shit,2223
worst,1194
worse,1198
blame,711
lonely,83
chaos,385
mad,300
ruined,118
anxiety,244
stress,437
stressed,72
phobia,3
shame,761
hurt,274
disorder,57
loneliness,110
turmoil,53
anger,175
horror,85
rage,84
fate,47
nervous,66
restless,3
depression,194
grief,143
worry,749
worried,812
angst,70
depressed,36
suicide,163
suffer,348
suffering,847
uncertainty,175
uneasy,9
sadness,34
afraid,238
alone,760
suicidal,13
mood,73
tension,20
anxious,73
desperate,176
dismal,14
exhausted,81
insecure,44
distress,69
distressed,10
frustration,43
disgusting,611
boredom,21
bored,42
insane,248
stupidity,182
bullshit,769
uncertain,84
displeased,0
uncomfortable,37
melancholy,2
overwhelmed,189
pessimistic,15
unhappy,22
upset,97
outrage,131
ass,880
damn,889
covidiot,94
terrify,4
terrified,38
terrifying,87
distrust,61
scare,255
scared,253
scaring,23
dread,16
failed,686
failed,686
failure,649
fuck,2109
fucking,1524
miserable,54
regret,49
shock,135
shocked,134
negligence,155
betrayed,40
cry,141
crying,138
idiot,457
idiots,413
selfish,368
upheaval,14
mess,293
crisis,2269
horrible,291
violence,206
abuse,164
rape,22
stupid,1049
