words,ocurrences
panic,57
fear,554
sad,314
mental,289
mind,242
sorry,266
shame,223
hate,253
hell,298
bad,605
feel,532
feeling,162
shit,425
worst,426
worse,621
blame,213
lonely,6
chaos,308
mad,64
ruined,36
anxiety,94
stress,130
stressed,15
phobia,4
shame,223
hurt,62
disorder,22
loneliness,6
turmoil,10
anger,45
horror,27
rage,26
fate,18
nervous,21
restless,3
depression,67
grief,37
worry,165
worried,162
angst,2
depressed,25
suicide,95
suffer,108
suffering,815
uncertainty,40
uneasy,3
sadness,11
afraid,1850
alone,216
suicidal,7
mood,15
tension,8
anxious,25
desperate,64
dismal,1
exhausted,27
insecure,2
distress,16
distressed,5
frustration,12
disgusting,70
boredom,3
bored,27
insane,61
stupidity,180
bullshit,123
uncertain,27
displeased,0
uncomfortable,8
melancholy,0
overwhelmed,76
pessimistic,1
unhappy,8
upset,35
outrage,12
ass,82
damn,186
covidiot,28
terrify,1
terrified,12
terrifying,98
distrust,17
scare,138
scared,122
scaring,9
dread,6
failed,270
failed,270
failure,216
fuck,472
fucking,327
miserable,24
regret,28
shock,33
shocked,124
negligence,55
betrayed,3
cry,45
crying,39
idiot,116
idiots,141
selfish,86
upheaval,6
mess,69
crisis,1535
horrible,84
violence,1666
abuse,55
rape,12
stupid,364
