words,ocurrences
panic,62
fear,493
sad,271
mental,439
mind,322
sorry,231
shame,202
hate,248
hell,247
bad,634
feel,601
feeling,226
shit,521
worst,338
worse,399
blame,217
lonely,26
chaos,54
mad,75
ruined,29
anxiety,127
stress,170
stressed,37
phobia,8
shame,202
hurt,84
disorder,39
loneliness,44
turmoil,6
anger,27
horror,21
rage,19
fate,9
nervous,20
restless,0
depression,85
grief,33
worry,171
worried,123
angst,4
depressed,20
suicide,54
suffer,112
suffering,257
uncertainty,37
uneasy,1
sadness,13
afraid,91
alone,276
suicidal,12
mood,29
tension,8
anxious,47
desperate,78
dismal,14
exhausted,18
insecure,1
distress,18
distressed,4
frustration,40
disgusting,107
boredom,10
bored,33
insane,53
stupidity,73
bullshit,171
uncertain,40
displeased,0
uncomfortable,7
melancholy,0
overwhelmed,31
pessimistic,2
unhappy,13
upset,33
outrage,37
ass,171
damn,229
covidiot,13
terrify,2
terrified,20
terrifying,18
distrust,7
scare,54
scared,81
scaring,7
dread,4
failed,280
failed,280
failure,461
fuck,385
fucking,333
miserable,14
regret,10
shock,42
shocked,39
negligence,50
betrayed,4
cry,34
crying,46
idiot,97
idiots,139
selfish,68
upheaval,8
mess,70
crisis,823
horrible,67
violence,115
abuse,92
rape,59
stupid,314
