words,ocurrences
panic,160
fear,638
sad,512
mental,931
mind,404
sorry,368
shame,279
hate,544
hell,461
bad,974
feel,1098
feeling,424
shit,938
worst,715
worse,572
blame,439
lonely,31
chaos,96
mad,198
ruined,77
anxiety,329
stress,337
stressed,73
phobia,8
shame,279
hurt,140
disorder,80
loneliness,78
turmoil,18
anger,44
horror,40
rage,33
fate,23
nervous,50
restless,4
depression,264
grief,170
worry,283
worried,312
angst,3
depressed,30
suicide,140
suffer,211
suffering,371
uncertainty,242
uneasy,5
sadness,51
afraid,162
alone,368
suicidal,15
mood,38
tension,11
anxious,38
desperate,62
dismal,10
exhausted,45
insecure,16
distress,74
distressed,6
frustration,42
disgusting,118
boredom,6
bored,20
insane,104
stupidity,99
bullshit,223
uncertain,52
displeased,2
uncomfortable,55
melancholy,1
overwhelmed,95
pessimistic,8
unhappy,21
upset,65
outrage,41
ass,375
damn,568
covidiot,40
terrify,2
terrified,69
terrifying,29
distrust,25
scare,88
scared,162
scaring,5
dread,15
failed,481
failed,481
failure,450
fuck,689
fucking,575
miserable,38
regret,29
shock,92
shocked,90
negligence,84
betrayed,16
cry,96
crying,101
idiot,188
idiots,135
selfish,97
upheaval,21
mess,183
crisis,1947
horrible,127
violence,300
abuse,157
rape,39
stupid,431
