words,ocurrences
panic,81
fear,395
sad,159
mental,202
mind,279
sorry,199
shame,120
hate,111
hell,180
bad,411
feel,366
feeling,223
shit,340
worst,172
worse,325
blame,223
lonely,6
chaos,45
mad,58
ruined,21
anxiety,66
stress,78
stressed,14
phobia,0
shame,120
hurt,32
disorder,18
loneliness,8
turmoil,7
anger,20
horror,18
rage,7
fate,15
nervous,21
restless,2
depression,34
grief,23
worry,105
worried,111
angst,1
depressed,3
suicide,35
suffer,174
suffering,145
uncertainty,20
uneasy,4
sadness,8
afraid,98
alone,200
suicidal,2
mood,14
tension,6
anxious,15
desperate,54
dismal,1
exhausted,14
insecure,3
distress,20
distressed,2
frustration,9
disgusting,78
boredom,1
bored,8
insane,67
stupidity,66
bullshit,130
uncertain,22
displeased,0
uncomfortable,7
melancholy,1
overwhelmed,67
pessimistic,5
unhappy,6
upset,16
outrage,11
ass,96
damn,168
covidiot,14
terrify,5
terrified,18
terrifying,14
distrust,6
scare,120
scared,83
scaring,9
dread,3
failed,141
failed,141
failure,139
fuck,359
fucking,216
miserable,13
regret,22
shock,31
shocked,38
negligence,33
betrayed,7
cry,32
crying,28
idiot,83
idiots,143
selfish,90
upheaval,1
mess,50
crisis,358
horrible,38
violence,108
abuse,55
rape,6
stupid,229
