words,ocurrences
panic,1103
fear,828
sad,215
mental,284
mind,311
sorry,241
shame,145
hate,204
hell,223
bad,617
feel,458
feeling,187
shit,501
worst,361
worse,375
blame,367
lonely,14
chaos,64
mad,57
ruined,32
anxiety,111
stress,136
stressed,58
phobia,7
shame,145
hurt,60
disorder,21
loneliness,9
turmoil,7
anger,26
horror,20
rage,35
fate,20
nervous,113
restless,1
depression,54
grief,32
worry,205
worried,237
angst,0
depressed,6
suicide,51
suffer,81
suffering,101
uncertainty,215
uneasy,2
sadness,3
afraid,142
alone,216
suicidal,7
mood,21
tension,9
anxious,23
desperate,55
dismal,6
exhausted,29
insecure,4
distress,35
distressed,3
frustration,13
disgusting,99
boredom,0
bored,19
insane,64
stupidity,97
bullshit,178
uncertain,33
displeased,1
uncomfortable,11
melancholy,0
overwhelmed,26
pessimistic,3
unhappy,4
upset,36
outrage,16
ass,131
damn,189
covidiot,29
terrify,1
terrified,24
terrifying,19
distrust,6
scare,182
scared,164
scaring,18
dread,5
failed,347
failed,347
failure,270
fuck,391
fucking,283
miserable,12
regret,24
shock,47
shocked,53
negligence,26
betrayed,6
cry,38
crying,31
idiot,129
idiots,154
selfish,100
upheaval,3
mess,89
crisis,572
horrible,53
violence,268
abuse,70
rape,14
stupid,372
