words,ocurrences
panic,1378
fear,1083
sad,683
mental,880
mind,615
sorry,662
shame,451
hate,648
hell,695
bad,1601
feel,1193
feeling,301
shit,1196
worst,907
worse,1091
blame,1110
lonely,30
chaos,327
mad,178
ruined,112
anxiety,258
stress,300
stressed,80
phobia,45
shame,451
hurt,234
disorder,61
loneliness,40
turmoil,16
anger,68
horror,175
rage,122
fate,29
nervous,44
restless,6
depression,200
grief,91
worry,445
worried,350
angst,3
depressed,50
suicide,229
suffer,207
suffering,413
uncertainty,152
uneasy,7
sadness,24
afraid,251
alone,554
suicidal,32
mood,38
tension,63
anxious,47
desperate,265
dismal,15
exhausted,53
insecure,21
distress,60
distressed,8
frustration,29
disgusting,327
boredom,8
bored,33
insane,318
stupidity,333
bullshit,395
uncertain,77
displeased,2
uncomfortable,40
melancholy,3
overwhelmed,91
pessimistic,11
unhappy,57
upset,70
outrage,149
ass,520
damn,564
covidiot,46
terrify,6
terrified,40
terrifying,92
distrust,67
scare,141
scared,235
scaring,40
dread,14
failed,1282
failed,1282
failure,769
fuck,1083
fucking,1036
miserable,48
regret,46
shock,77
shocked,130
negligence,415
betrayed,38
cry,95
crying,82
idiot,664
idiots,461
selfish,298
upheaval,12
mess,294
crisis,2052
horrible,248
violence,292
abuse,136
rape,62
stupid,1659
