words,ocurrences
panic,155
fear,785
sad,553
mental,861
mind,442
sorry,409
shame,253
hate,350
hell,493
bad,1010
feel,913
feeling,310
shit,747
worst,596
worse,624
blame,433
lonely,49
chaos,82
mad,105
ruined,42
anxiety,225
stress,292
stressed,48
phobia,5
shame,253
hurt,127
disorder,70
loneliness,67
turmoil,25
anger,42
horror,67
rage,39
fate,35
nervous,41
restless,4
depression,147
grief,86
worry,271
worried,307
angst,6
depressed,28
suicide,104
suffer,164
suffering,382
uncertainty,149
uneasy,2
sadness,33
afraid,200
alone,461
suicidal,14
mood,44
tension,8
anxious,63
desperate,112
dismal,11
exhausted,55
insecure,11
distress,70
distressed,11
frustration,58
disgusting,121
boredom,13
bored,29
insane,97
stupidity,111
bullshit,226
uncertain,64
displeased,1
uncomfortable,22
melancholy,1
overwhelmed,88
pessimistic,5
unhappy,13
upset,68
outrage,64
ass,271
damn,381
covidiot,44
terrify,5
terrified,33
terrifying,49
distrust,33
scare,98
scared,171
scaring,5
dread,3
failed,480
failed,480
failure,515
fuck,820
fucking,565
miserable,29
regret,39
shock,74
shocked,76
negligence,81
betrayed,6
cry,65
crying,65
idiot,367
idiots,170
selfish,118
upheaval,8
mess,252
crisis,1821
horrible,145
violence,215
abuse,124
rape,13
stupid,394
