words,ocurrences
panic,457
fear,1065
sad,1168
mental,996
mind,748
sorry,757
shame,941
hate,780
hell,777
bad,1763
feel,1693
feeling,631
shit,1472
worst,1086
worse,1264
blame,911
lonely,44
chaos,364
mad,267
ruined,124
anxiety,329
stress,474
stressed,81
phobia,8
shame,941
hurt,213
disorder,51
loneliness,78
turmoil,30
anger,92
horror,97
rage,74
fate,54
nervous,38
restless,11
depression,297
grief,301
worry,537
worried,1097
angst,19
depressed,33
suicide,209
suffer,297
suffering,574
uncertainty,258
uneasy,4
sadness,48
afraid,284
alone,931
suicidal,13
mood,64
tension,27
anxious,76
desperate,212
dismal,17
exhausted,71
insecure,21
distress,104
distressed,381
frustration,43
disgusting,437
boredom,11
bored,44
insane,280
stupidity,361
bullshit,428
uncertain,159
displeased,0
uncomfortable,34
melancholy,1
overwhelmed,143
pessimistic,30
unhappy,43
upset,113
outrage,68
ass,710
damn,746
covidiot,114
terrify,3
terrified,54
terrifying,103
distrust,20
scare,172
scared,267
scaring,25
dread,12
failed,1030
failed,1030
failure,1101
fuck,1371
fucking,1287
miserable,36
regret,49
shock,154
shocked,274
negligence,236
betrayed,21
cry,247
crying,191
idiot,784
idiots,522
selfish,258
upheaval,18
mess,269
crisis,3935
horrible,255
violence,451
abuse,255
rape,58
stupid,1169
