words,ocurrences
panic,361
fear,1509
sad,1082
mental,1328
mind,937
sorry,995
shame,707
hate,783
hell,982
bad,2232
feel,1806
feeling,609
shit,1572
worst,1885
worse,1723
blame,1131
lonely,55
chaos,334
mad,245
ruined,109
anxiety,532
stress,628
stressed,119
phobia,11
shame,707
hurt,356
disorder,75
loneliness,92
turmoil,48
anger,181
horror,169
rage,68
fate,63
nervous,61
restless,11
depression,369
grief,128
worry,630
worried,664
angst,4
depressed,101
suicide,169
suffer,424
suffering,1100
uncertainty,378
uneasy,8
sadness,37
afraid,399
alone,745
suicidal,20
mood,85
tension,29
anxious,102
desperate,212
dismal,18
exhausted,82
insecure,37
distress,76
distressed,22
frustration,66
disgusting,411
boredom,26
bored,78
insane,296
stupidity,289
bullshit,457
uncertain,171
displeased,1
uncomfortable,64
melancholy,5
overwhelmed,176
pessimistic,12
unhappy,27
upset,158
outrage,73
ass,689
damn,861
covidiot,231
terrify,2
terrified,95
terrifying,105
distrust,22
scare,223
scared,359
scaring,17
dread,24
failed,1037
failed,1037
failure,1113
fuck,1283
fucking,1223
miserable,32
regret,113
shock,205
shocked,259
negligence,251
betrayed,14
cry,130
crying,121
idiot,679
idiots,367
selfish,295
upheaval,23
mess,334
crisis,5042
horrible,300
violence,465
abuse,282
rape,58
stupid,1229
