words,ocurrences
panic,253
fear,678
sad,950
mental,593
mind,505
sorry,373
shame,549
hate,410
hell,381
bad,903
feel,906
feeling,345
shit,459
worst,856
worse,565
blame,472
lonely,17
chaos,98
mad,88
ruined,49
anxiety,520
stress,260
stressed,48
phobia,7
shame,549
hurt,85
disorder,36
loneliness,19
turmoil,36
anger,123
horror,80
rage,27
fate,31
nervous,26
restless,7
depression,91
grief,189
worry,218
worried,244
angst,2
depressed,38
suicide,54
suffer,191
suffering,1143
uncertainty,102
uneasy,29
sadness,58
afraid,132
alone,440
suicidal,7
mood,41
tension,17
anxious,61
desperate,163
dismal,6
exhausted,27
insecure,15
distress,121
distressed,27
frustration,44
disgusting,146
boredom,1
bored,31
insane,102
stupidity,122
bullshit,146
uncertain,52
displeased,1
uncomfortable,19
melancholy,0
overwhelmed,209
pessimistic,4
unhappy,9
upset,38
outrage,43
ass,159
damn,234
covidiot,19
terrify,5
terrified,23
terrifying,73
distrust,7
scare,100
scared,145
scaring,16
dread,8
failed,566
failed,566
failure,535
fuck,430
fucking,359
miserable,40
regret,41
shock,78
shocked,319
negligence,98
betrayed,11
cry,102
crying,124
idiot,164
idiots,156
selfish,152
upheaval,0
mess,131
crisis,4270
horrible,140
violence,166
abuse,137
rape,25
stupid,415
