words,ocurrences
panic,546
fear,1019
sad,872
mental,1016
mind,799
sorry,778
shame,518
hate,659
hell,704
bad,1853
feel,1393
feeling,420
shit,1236
worst,1205
worse,1384
blame,862
lonely,33
chaos,365
mad,196
ruined,132
anxiety,395
stress,487
stressed,68
phobia,8
shame,518
hurt,227
disorder,92
loneliness,70
turmoil,23
anger,85
horror,84
rage,125
fate,36
nervous,87
restless,1
depression,352
grief,159
worry,450
worried,620
angst,4
depressed,48
suicide,184
suffer,315
suffering,551
uncertainty,315
uneasy,11
sadness,29
afraid,311
alone,812
suicidal,23
mood,44
tension,25
anxious,79
desperate,166
dismal,13
exhausted,62
insecure,26
distress,91
distressed,10
frustration,60
disgusting,293
boredom,7
bored,61
insane,294
stupidity,689
bullshit,457
uncertain,108
displeased,1
uncomfortable,49
melancholy,0
overwhelmed,104
pessimistic,12
unhappy,31
upset,84
outrage,75
ass,566
damn,703
covidiot,101
terrify,2
terrified,57
terrifying,84
distrust,36
scare,155
scared,225
scaring,25
dread,16
failed,1392
failed,1392
failure,844
fuck,1022
fucking,1033
miserable,50
regret,43
shock,165
shocked,216
negligence,205
betrayed,22
cry,88
crying,104
idiot,639
idiots,454
selfish,378
upheaval,18
mess,259
crisis,3764
horrible,226
violence,374
abuse,225
rape,61
stupid,1233
