words,ocurrences
panic,189
fear,840
sad,700
mental,432
mind,433
sorry,473
shame,279
hate,423
hell,532
bad,1111
feel,831
feeling,276
shit,1032
worst,659
worse,975
blame,554
lonely,10
chaos,98
mad,118
ruined,31
anxiety,123
stress,204
stressed,55
phobia,10
shame,279
hurt,122
disorder,33
loneliness,21
turmoil,18
anger,108
horror,48
rage,152
fate,35
nervous,35
restless,3
depression,57
grief,161
worry,309
worried,392
angst,0
depressed,15
suicide,87
suffer,203
suffering,1535
uncertainty,97
uneasy,2
sadness,8
afraid,191
alone,352
suicidal,8
mood,31
tension,12
anxious,35
desperate,92
dismal,9
exhausted,60
insecure,9
distress,34
distressed,4
frustration,80
disgusting,128
boredom,4
bored,20
insane,234
stupidity,263
bullshit,287
uncertain,36
displeased,0
uncomfortable,28
melancholy,0
overwhelmed,135
pessimistic,5
unhappy,9
upset,58
outrage,35
ass,345
damn,587
covidiot,71
terrify,1
terrified,41
terrifying,70
distrust,23
scare,144
scared,213
scaring,12
dread,7
failed,396
failed,396
failure,322
fuck,1081
fucking,749
miserable,49
regret,130
shock,47
shocked,86
negligence,87
betrayed,8
cry,106
crying,110
idiot,355
idiots,293
selfish,237
upheaval,6
mess,135
crisis,1530
horrible,153
violence,225
abuse,171
rape,20
stupid,895
