words,ocurrences
panic,543
fear,2696
sad,1708
mental,2303
mind,1336
sorry,1630
shame,1093
hate,1347
hell,1604
bad,3326
feel,3278
feeling,1400
shit,3306
worst,1504
worse,2053
blame,1119
lonely,48
chaos,432
mad,510
ruined,142
anxiety,395
stress,373
stressed,79
phobia,4
shame,1093
hurt,339
disorder,132
loneliness,55
turmoil,32
anger,134
horror,197
rage,260
fate,309
nervous,86
restless,1
depression,277
grief,148
worry,1177
worried,956
angst,3
depressed,44
suicide,537
suffer,636
suffering,1059
uncertainty,289
uneasy,7
sadness,37
afraid,4970
alone,1456
suicidal,39
mood,120
tension,18
anxious,157
desperate,440
dismal,19
exhausted,79
insecure,45
distress,130
distressed,25
frustration,61
disgusting,1179
boredom,16
bored,161
insane,983
stupidity,948
bullshit,999
uncertain,116
displeased,4
uncomfortable,62
melancholy,1
overwhelmed,93
pessimistic,8
unhappy,19
upset,291
outrage,175
ass,1841
damn,1642
covidiot,3358
terrify,7
terrified,135
terrifying,124
distrust,335
scare,239
scared,712
scaring,27
dread,105
failed,1643
failed,1643
failure,1351
fuck,2893
fucking,3028
miserable,91
regret,101
shock,227
shocked,280
negligence,849
betrayed,44
cry,242
crying,142
idiot,1828
idiots,810
selfish,1120
upheaval,18
mess,426
crisis,3236
horrible,663
violence,388
abuse,230
rape,104
stupid,3357
