words,ocurrences
panic,174
fear,522
sad,389
mental,331
mind,347
sorry,281
shame,503
hate,442
hell,348
bad,718
feel,571
feeling,278
shit,414
worst,561
worse,556
blame,542
lonely,11
chaos,77
mad,118
ruined,31
anxiety,135
stress,170
stressed,42
phobia,6
shame,503
hurt,64
disorder,42
loneliness,48
turmoil,11
anger,75
horror,31
rage,38
fate,29
nervous,21
restless,1
depression,84
grief,53
worry,202
worried,289
angst,3
depressed,14
suicide,59
suffer,145
suffering,430
uncertainty,95
uneasy,5
sadness,18
afraid,106
alone,396
suicidal,5
mood,33
tension,11
anxious,34
desperate,95
dismal,9
exhausted,31
insecure,6
distress,43
distressed,14
frustration,35
disgusting,116
boredom,6
bored,13
insane,82
stupidity,141
bullshit,134
uncertain,31
displeased,0
uncomfortable,13
melancholy,1
overwhelmed,93
pessimistic,6
unhappy,6
upset,30
outrage,49
ass,194
damn,237
covidiot,47
terrify,2
terrified,14
terrifying,43
distrust,18
scare,104
scared,164
scaring,16
dread,4
failed,384
failed,384
failure,345
fuck,428
fucking,376
miserable,20
regret,28
shock,50
shocked,95
negligence,75
betrayed,9
cry,70
crying,77
idiot,183
idiots,151
selfish,103
upheaval,1
mess,159
crisis,1455
horrible,117
violence,237
abuse,147
rape,25
stupid,396
