words,ocurrences
panic,404
fear,1285
sad,1014
mental,1564
mind,701
sorry,765
shame,492
hate,627
hell,997
bad,1773
feel,1727
feeling,512
shit,1490
worst,1191
worse,1977
blame,806
lonely,32
chaos,208
mad,226
ruined,111
anxiety,454
stress,451
stressed,72
phobia,3
shame,492
hurt,230
disorder,38
loneliness,86
turmoil,28
anger,168
horror,105
rage,59
fate,225
nervous,40
restless,2
depression,344
grief,195
worry,563
worried,858
angst,7
depressed,107
suicide,439
suffer,304
suffering,738
uncertainty,186
uneasy,5
sadness,33
afraid,522
alone,651
suicidal,21
mood,72
tension,30
anxious,58
desperate,269
dismal,15
exhausted,90
insecure,21
distress,77
distressed,13
frustration,38
disgusting,507
boredom,9
bored,55
insane,284
stupidity,274
bullshit,480
uncertain,105
displeased,0
uncomfortable,43
melancholy,0
overwhelmed,139
pessimistic,10
unhappy,14
upset,111
outrage,103
ass,660
damn,844
covidiot,341
terrify,3
terrified,96
terrifying,88
distrust,39
scare,209
scared,279
scaring,35
dread,9
failed,1214
failed,1214
failure,1039
fuck,1253
fucking,1181
miserable,49
regret,55
shock,117
shocked,135
negligence,321
betrayed,16
cry,160
crying,232
idiot,729
idiots,407
selfish,403
upheaval,17
mess,296
crisis,2647
horrible,258
violence,354
abuse,231
rape,44
stupid,1262
