words,ocurrences
panic,48
fear,249
sad,108
mental,127
mind,149
sorry,188
shame,84
hate,83
hell,140
bad,371
feel,285
feeling,148
shit,222
worst,167
worse,194
blame,142
lonely,6
chaos,26
mad,22
ruined,19
anxiety,51
stress,35
stressed,10
phobia,1
shame,84
hurt,192
disorder,27
loneliness,19
turmoil,1
anger,11
horror,28
rage,5
fate,2
nervous,10
restless,0
depression,33
grief,19
worry,69
worried,72
angst,1
depressed,3
suicide,51
suffer,54
suffering,84
uncertainty,27
uneasy,1
sadness,5
afraid,72
alone,115
suicidal,4
mood,20
tension,2
anxious,5
desperate,152
dismal,1
exhausted,5
insecure,18
distress,12
distressed,2
frustration,7
disgusting,80
boredom,0
bored,9
insane,38
stupidity,37
bullshit,93
uncertain,14
displeased,3
uncomfortable,7
melancholy,0
overwhelmed,33
pessimistic,0
unhappy,2
upset,14
outrage,11
ass,61
damn,91
covidiot,8
terrify,2
terrified,7
terrifying,7
distrust,6
scare,53
scared,44
scaring,7
dread,2
failed,89
failed,89
failure,183
fuck,111
fucking,105
miserable,11
regret,16
shock,18
shocked,25
negligence,13
betrayed,5
cry,16
crying,9
idiot,71
idiots,79
selfish,62
upheaval,1
mess,45
crisis,309
horrible,39
violence,56
abuse,36
rape,23
stupid,189
