words,ocurrences
panic,106
fear,376
sad,452
mental,259
mind,238
sorry,347
shame,228
hate,214
hell,320
bad,734
feel,532
feeling,153
shit,488
worst,481
worse,518
blame,367
lonely,10
chaos,73
mad,74
ruined,26
anxiety,99
stress,104
stressed,21
phobia,7
shame,228
hurt,100
disorder,25
loneliness,6
turmoil,10
anger,51
horror,30
rage,31
fate,28
nervous,20
restless,1
depression,57
grief,35
worry,164
worried,209
angst,6
depressed,8
suicide,89
suffer,103
suffering,227
uncertainty,33
uneasy,1
sadness,15
afraid,116
alone,247
suicidal,9
mood,8
tension,4
anxious,16
desperate,72
dismal,4
exhausted,45
insecure,3
distress,22
distressed,2
frustration,49
disgusting,94
boredom,6
bored,21
insane,94
stupidity,193
bullshit,155
uncertain,21
displeased,0
uncomfortable,11
melancholy,0
overwhelmed,150
pessimistic,3
unhappy,1
upset,33
outrage,45
ass,176
damn,316
covidiot,83
terrify,4
terrified,25
terrifying,29
distrust,17
scare,62
scared,127
scaring,8
dread,5
failed,227
failed,227
failure,219
fuck,405
fucking,370
miserable,14
regret,41
shock,49
shocked,53
negligence,36
betrayed,4
cry,49
crying,107
idiot,190
idiots,300
selfish,210
upheaval,1
mess,100
crisis,824
horrible,72
violence,198
abuse,85
rape,15
stupid,679
