words,ocurrences
panic,224
fear,1091
sad,738
mental,784
mind,533
sorry,747
shame,344
hate,496
hell,596
bad,1255
feel,1159
feeling,351
shit,1042
worst,858
worse,900
blame,765
lonely,21
chaos,170
mad,148
ruined,127
anxiety,311
stress,315
stressed,62
phobia,6
shame,344
hurt,276
disorder,66
loneliness,30
turmoil,29
anger,93
horror,54
rage,45
fate,37
nervous,54
restless,5
depression,263
grief,116
worry,353
worried,335
angst,2
depressed,48
suicide,182
suffer,240
suffering,555
uncertainty,132
uneasy,7
sadness,23
afraid,307
alone,513
suicidal,40
mood,43
tension,15
anxious,46
desperate,159
dismal,12
exhausted,24
insecure,26
distress,61
distressed,9
frustration,45
disgusting,195
boredom,22
bored,48
insane,153
stupidity,299
bullshit,277
uncertain,61
displeased,1
uncomfortable,37
melancholy,5
overwhelmed,262
pessimistic,6
unhappy,6
upset,81
outrage,65
ass,394
damn,702
covidiot,78
terrify,4
terrified,48
terrifying,62
distrust,27
scare,163
scared,249
scaring,13
dread,10
failed,694
failed,694
failure,617
fuck,954
fucking,787
miserable,32
regret,33
shock,122
shocked,130
negligence,107
betrayed,10
cry,82
crying,63
idiot,332
idiots,230
selfish,219
upheaval,17
mess,265
crisis,2515
horrible,187
violence,217
abuse,164
rape,55
stupid,674
