words,ocurrences
panic,504
fear,1617
sad,1311
mental,1309
mind,1118
sorry,1299
shame,711
hate,1188
hell,1042
bad,2931
feel,2158
feeling,640
shit,2471
worst,1779
worse,1882
blame,1799
lonely,46
chaos,254
mad,327
ruined,105
anxiety,474
stress,641
stressed,107
phobia,2
shame,711
hurt,421
disorder,84
loneliness,110
turmoil,56
anger,157
horror,141
rage,207
fate,89
nervous,99
restless,10
depression,315
grief,119
worry,803
worried,976
angst,8
depressed,142
suicide,231
suffer,422
suffering,1170
uncertainty,341
uneasy,11
sadness,37
afraid,454
alone,819
suicidal,25
mood,75
tension,75
anxious,138
desperate,584
dismal,23
exhausted,68
insecure,26
distress,226
distressed,17
frustration,71
disgusting,409
boredom,44
bored,158
insane,366
stupidity,544
bullshit,612
uncertain,203
displeased,7
uncomfortable,149
melancholy,1
overwhelmed,251
pessimistic,7
unhappy,32
upset,154
outrage,150
ass,1033
damn,1380
covidiot,260
terrify,8
terrified,84
terrifying,146
distrust,24
scare,221
scared,461
scaring,28
dread,39
failed,1775
failed,1775
failure,1470
fuck,1845
fucking,1994
miserable,71
regret,191
shock,227
shocked,401
negligence,272
betrayed,29
cry,149
crying,120
idiot,1318
idiots,630
selfish,553
upheaval,21
mess,389
crisis,8523
horrible,415
violence,650
abuse,325
rape,54
stupid,2241
