words,ocurrences
panic,197
fear,896
sad,1201
mental,962
mind,785
sorry,736
shame,539
hate,540
hell,1029
bad,1707
feel,1460
feeling,446
shit,1933
worst,1287
worse,1335
blame,540
lonely,73
chaos,137
mad,339
ruined,217
anxiety,274
stress,417
stressed,101
phobia,5
shame,539
hurt,209
disorder,48
loneliness,95
turmoil,18
anger,95
horror,127
rage,70
fate,103
nervous,177
restless,4
depression,200
grief,126
worry,526
worried,638
angst,6
depressed,33
suicide,295
suffer,288
suffering,729
uncertainty,201
uneasy,13
sadness,58
afraid,319
alone,668
suicidal,23
mood,44
tension,24
anxious,60
desperate,336
dismal,12
exhausted,92
insecure,22
distress,97
distressed,6
frustration,55
disgusting,331
boredom,12
bored,36
insane,274
stupidity,219
bullshit,441
uncertain,97
displeased,2
uncomfortable,38
melancholy,0
overwhelmed,213
pessimistic,14
unhappy,15
upset,86
outrage,90
ass,733
damn,1080
covidiot,86
terrify,18
terrified,58
terrifying,194
distrust,58
scare,186
scared,203
scaring,15
dread,13
failed,746
failed,746
failure,699
fuck,1620
fucking,1251
miserable,31
regret,57
shock,147
shocked,121
negligence,207
betrayed,113
cry,165
crying,171
idiot,523
idiots,390
selfish,472
upheaval,16
mess,240
crisis,2894
horrible,271
violence,462
abuse,231
rape,14
stupid,1086
