words,ocurrences
panic,69
fear,513
sad,441
mental,422
mind,309
sorry,283
shame,230
hate,246
hell,319
bad,651
feel,554
feeling,178
shit,516
worst,303
worse,462
blame,220
lonely,6
chaos,76
mad,69
ruined,20
anxiety,126
stress,171
stressed,36
phobia,3
shame,230
hurt,96
disorder,16
loneliness,10
turmoil,13
anger,49
horror,21
rage,19
fate,26
nervous,7
restless,0
depression,59
grief,42
worry,173
worried,141
angst,0
depressed,7
suicide,76
suffer,115
suffering,189
uncertainty,60
uneasy,1
sadness,7
afraid,104
alone,229
suicidal,6
mood,13
tension,3
anxious,34
desperate,58
dismal,4
exhausted,40
insecure,9
distress,35
distressed,2
frustration,34
disgusting,221
boredom,7
bored,9
insane,140
stupidity,136
bullshit,167
uncertain,26
displeased,1
uncomfortable,14
melancholy,1
overwhelmed,143
pessimistic,3
unhappy,5
upset,39
outrage,30
ass,177
damn,247
covidiot,38
terrify,3
terrified,22
terrifying,22
distrust,19
scare,90
scared,82
scaring,12
dread,5
failed,226
failed,226
failure,187
fuck,598
fucking,440
miserable,15
regret,41
shock,56
shocked,71
negligence,96
betrayed,8
cry,45
crying,37
idiot,160
idiots,349
selfish,143
upheaval,14
mess,142
crisis,1267
horrible,85
violence,124
abuse,108
rape,38
stupid,464
