words,ocurrences
panic,311
fear,1579
sad,987
mental,1911
mind,951
sorry,826
shame,537
hate,749
hell,774
bad,2038
feel,1730
feeling,601
shit,1611
worst,1119
worse,1666
blame,1648
lonely,44
chaos,253
mad,262
ruined,102
anxiety,273
stress,430
stressed,80
phobia,8
shame,537
hurt,234
disorder,53
loneliness,63
turmoil,46
anger,139
horror,73
rage,151
fate,174
nervous,54
restless,1
depression,245
grief,87
worry,510
worried,1302
angst,4
depressed,25
suicide,436
suffer,295
suffering,723
uncertainty,244
uneasy,9
sadness,27
afraid,876
alone,856
suicidal,17
mood,70
tension,25
anxious,41
desperate,288
dismal,18
exhausted,48
insecure,23
distress,49
distressed,12
frustration,36
disgusting,477
boredom,11
bored,48
insane,427
stupidity,284
bullshit,473
uncertain,109
displeased,2
uncomfortable,53
melancholy,0
overwhelmed,140
pessimistic,4
unhappy,50
upset,126
outrage,79
ass,867
damn,807
covidiot,352
terrify,5
terrified,72
terrifying,148
distrust,39
scare,286
scared,617
scaring,20
dread,17
failed,1808
failed,1808
failure,2270
fuck,1263
fucking,1180
miserable,45
regret,49
shock,145
shocked,147
negligence,282
betrayed,12
cry,177
crying,97
idiot,627
idiots,335
selfish,302
upheaval,15
mess,326
crisis,3408
horrible,273
violence,463
abuse,166
rape,62
stupid,1079
