words,ocurrences
panic,108
fear,653
sad,451
mental,266
mind,289
sorry,399
shame,234
hate,252
hell,375
bad,2418
feel,611
feeling,187
shit,649
worst,386
worse,531
blame,412
lonely,9
chaos,182
mad,86
ruined,48
anxiety,108
stress,101
stressed,32
phobia,3
shame,234
hurt,118
disorder,31
loneliness,11
turmoil,15
anger,48
horror,36
rage,15
fate,28
nervous,35
restless,4
depression,53
grief,41
worry,209
worried,272
angst,1
depressed,12
suicide,96
suffer,142
suffering,350
uncertainty,47
uneasy,3
sadness,14
afraid,182
alone,388
suicidal,15
mood,12
tension,5
anxious,28
desperate,68
dismal,3
exhausted,28
insecure,5
distress,18
distressed,4
frustration,33
disgusting,189
boredom,5
bored,9
insane,153
stupidity,287
bullshit,238
uncertain,18
displeased,0
uncomfortable,18
melancholy,1
overwhelmed,70
pessimistic,4
unhappy,6
upset,45
outrage,66
ass,259
damn,321
covidiot,86
terrify,0
terrified,26
terrifying,48
distrust,24
scare,111
scared,115
scaring,12
dread,4
failed,397
failed,397
failure,241
fuck,613
fucking,568
miserable,25
regret,66
shock,53
shocked,104
negligence,46
betrayed,7
cry,52
crying,56
idiot,253
idiots,333
selfish,264
upheaval,5
mess,92
crisis,1496
horrible,92
violence,132
abuse,106
rape,26
stupid,952
