word,count
the,111350
to,70747
covid,70047
of,55069
in,52684
19,51704
and,45370
is,33127
covid19,33102
for,30515
whatshappeninginmyanmar,26511
our,25847
as,23895
july24coup,23721
you,22006
are,21888
it,21647
free,20839
icrc_savemyanmarprisoners,20736
prisoners,19915
that,19839
this,19533
on,19232
people,18362
vaccine,16704
with,16055
from,16006
coronavirus,15784
we,14209
have,13945
not,13337
at,12906
all,12894
junta,12622
amp,12402
cases,12247
myanmarcovidsos,12149
be,12109
sacwantscoviduncontrollable,12090
by,11010
they,11000
uses,10622
weapons,10615
who,10613
stoparrestingdoctors,8960
2021,8684
get,8664
can,8542
has,8529
more,8516
was,8060
new,7997
vaccinated,7943
your,7786
but,7518
will,7503
about,7234
if,7117
so,7102
07,7046
or,7001
health,6741
their,6732
no,6640
how,6616
capacity,6466
what,6368
help,6284
prison,6265
against,6246
vaccines,6117
out,6040
need,5948
now,5868
deaths,5845
pandemic,5842
an,5664
were,5539
he,5391
up,5387
just,5353
re,5243
do,5242
been,5048
us,5023
my,4835
one,4812
after,4730
there,4689
18,4539
still,4460
virus,4409
due,4396
don,4381
like,4381
than,4292
day,4225
24,4174
via,4105
vaccination,4032
age,3983
over,3967
why,3964
news,3955
cowin,3892
available,3883
these,3837
patients,3744
when,3717
died,3661
hospital,3570
delta,3419
had,3390
most,3388
should,3387
covishield,3378
military,3372
many,3359
know,3351
last,3350
them,3308
here,3303
insein,3276
also,3251
only,3238
limit,3224
time,3224
min,3200
pune,3189
dates,3173
because,3156
pin,3151
dose1,3132
dose2,3129
vaccinepune,3129
his,3120
world,3008
those,2986
unvaccinated,2908
variant,2903
some,2887
india,2855
would,2829
even,2723
being,2711
today,2697
must,2681
state,2671
positive,2649
please,2634
me,2608
see,2560
other,2538
death,2535
july,2499
says,2491
getting,2427
florida,2421
year,2420
bad,2418
every,2413
myanmar,2387
lockdown,2368
said,2333
back,2331
while,2318
good,2316
amid,2314
test,2305
which,2292
its,2292
000,2271
least,2268
25,2266
government,2261
mask,2255
go,2251
any,2221
fight,2194
into,2193
almost,2184
spread,2178
care,2154
country,2124
take,2111
public,2109
find,2108
could,2105
patient,2098
pmc,2094
right,2092
well,2086
first,2086
during,2050
think,2049
fully,2049
going,2042
want,2030
let,2011
since,2007
26,2001
data,2000
may,1995
misinformation,1954
authorities,1948
numbers,1944
reportedly,1930
drugs,1927
got,1900
make,1898
anti,1894
man,1893
states,1883
him,1876
say,1875
uk,1872
infected,1872
china,1869
ministry,1854
daily,1853
protested,1844
week,1831
children,1830
work,1812
then,1805
inmates,1792
four,1786
way,1784
solitary,1773
expired,1772
very,1769
protest,1762
consigned,1759
medical,1756
did,1755
again,1755
stop,1747
lying,1744
ve,1743
45,1740
masks,1739
dose,1732
down,1722
community,1719
where,1718
life,1709
emergency,1700
trump,1686
online,1685
surge,1683
home,1679
cdc,1678
too,1669
heartbreaking,1668
500,1661
weather,1648
risk,1647
does,1632
clashes,1630
before,1616
read,1614
days,1584
really,1581
long,1577
everyone,1571
villages,1563
rate,1562
testing,1562
much,1558
villagers,1553
pm,1553
fled,1551
fleeing,1546
initiated,1544
mindat,1541
million,1536
another,1529
infections,1522
olympics,1520
never,1514
she,1510
family,1509
crisis,1496
two,1486
number,1486
biden,1478
her,1474
revolution,1471
restrictions,1453
salute,1452
latest,1448
comrades,1445
prevail,1444
doesn,1438
reports,1435
spreader,1434
higher,1424
shot,1410
case,1406
under,1382
tests,1381
around,1379
international,1376
seen,1361
2020,1357
night,1351
dr,1350
100,1350
reported,1338
keep,1336
same,1331
study,1321
sac,1308
dies,1307
use,1306
safe,1300
sydney,1290
live,1288
australia,1287
made,1284
media,1279
north,1261
disease,1259
thanks,1252
doses,1251
infection,1250
10,1248
off,1244
pfizer,1236
vax,1224
total,1220
terrorists,1220
influential,1217
die,1216
yet,1213
months,1207
americans,1205
tested,1196
won,1189
high,1189
real,1185
counts,1181
through,1178
lives,1178
years,1177
end,1176
science,1155
hospitalizations,1153
yangon,1149
abducted,1143
give,1142
bbmp,1138
great,1128
doctors,1126
12,1120
times,1119
both,1118
am,1117
rise,1114
services,1112
icrc,1110
population,1109
27,1107
99,1101
ll,1101
county,1094
deltavariant,1091
giving,1091
organisations,1090
contribution,1089
support,1089
ko,1089
better,1083
start,1081
protect,1081
look,1080
full,1075
update,1075
moe,1071
dying,1070
banging,1068
without,1065
report,1065
pans,1064
pots,1063
kyaw,1059
covid19indiahelp,1057
didn,1057
already,1057
gt,1057
covid_19,1054
dagon,1050
saturday,1047
come,1045
confinement,1043
believe,1035
wave,1035
enough,1035
outbreak,1033
vaccinations,1033
workers,1031
thousands,1029
control,1028
others,1028
stay,1019
research,1017
doing,1014
tokyo,1013
isn,1001
nsw,994
pcr,993
treatment,991
social,987
according,987
next,986
kids,985
anyone,982
per,981
own,977
among,970
across,970
freedom,968
weeks,964
top,962
15,960
far,959
stupid,952
sure,951
flu,949
big,948
50,946
20,943
spreading,942
thing,939
food,939
information,938
fauci,932
best,931
until,930
immunity,929
variants,928
30,926
corona,926
person,924
symptoms,919
yes,917
global,914
hope,913
including,907
usa,906
date,906
hospitalized,894
officials,894
story,890
jul,889
police,885
old,882
second,881
sending,881
effective,878
covaxin,877
nursing,875
money,871
done,868
hospitals,867
gop,862
god,861
jail,856
wear,853
walking,850
america,848
post,838
dictatorship,838
likely,837
show,833
continue,830
increase,829
someone,828
face,827
effects,827
sick,826
reporting,826
response,825
few,825
busy,824
needs,822
current,819
23,818
taking,818
thank,816
countries,814
shots,813
healthcare,812
ccp,812
business,811
school,811
less,810
part,808
tell,808
trying,806
cnn,800
doctor,799
point,799
rising,798
dead,792
ever,789
oh,789
11,785
lab,781
lost,781
friday,780
hours,779
political,778
local,775
south,775
away,774
having,773
breakthrough,773
volunteering,773
such,770
28,770
mandalay,770
detention,768
put,765
sars,765
ambulances,765
lies,763
system,762
between,761
nothing,760
things,759
evidence,756
collapsed,755
something,752
used,751
nearby,751
oxygen,749
coming,746
safety,745
open,739
travel,736
above,736
national,734
auspol,733
might,732
love,731
90,730
pcmc,728
gov,727
department,726
jab,725
fact,721
rates,721
texas,720
lt,720
check,719
article,715
nearly,715
chinese,712
change,711
saying,710
indiafightscorona,709
save,707
city,707
wrong,701
confirmed,698
actually,698
yesterday,697
using,696
staged,696
problem,695
month,692
important,692
truth,691
lockdowns,687
three,686
serious,685
making,682
cause,682
nfl,680
human,679
follow,677
found,676
lot,673
education,673
youtube,668
14,668
atrocities,662
potus,661
always,657
past,657
maybe,656
team,654
fear,653
phakant,653
ago,652
ayemyatharyar,650
wearing,649
shit,649
39,646
received,646
protests,644
ones,644
market,643
given,642
call,641
kill,639
everything,639
