words,ocurrences
panic,121
fear,510
sad,390
mental,781
mind,350
sorry,339
shame,265
hate,281
hell,319
bad,891
feel,760
feeling,379
shit,648
worst,402
worse,563
blame,372
lonely,30
chaos,93
mad,91
ruined,36
anxiety,174
stress,247
stressed,41
phobia,2
shame,265
hurt,105
disorder,57
loneliness,84
turmoil,8
anger,59
horror,33
rage,21
fate,18
nervous,54
restless,2
depression,143
grief,72
worry,335
worried,404
angst,2
depressed,26
suicide,117
suffer,154
suffering,412
uncertainty,112
uneasy,3
sadness,24
afraid,136
alone,308
suicidal,16
mood,37
tension,24
anxious,51
desperate,63
dismal,9
exhausted,71
insecure,11
distress,35
distressed,20
frustration,42
disgusting,146
boredom,6
bored,21
insane,80
stupidity,99
bullshit,192
uncertain,69
displeased,1
uncomfortable,11
melancholy,0
overwhelmed,64
pessimistic,7
unhappy,6
upset,38
outrage,53
ass,197
damn,324
covidiot,24
terrify,3
terrified,21
terrifying,23
distrust,15
scare,81
scared,142
scaring,19
dread,5
failed,464
failed,464
failure,496
fuck,602
fucking,523
miserable,15
regret,23
shock,88
shocked,89
negligence,64
betrayed,7
cry,57
crying,39
idiot,162
idiots,133
selfish,90
upheaval,9
mess,139
crisis,1386
horrible,94
violence,214
abuse,148
rape,35
stupid,397
