words,ocurrences
panic,103
fear,223
sad,171
mental,161
mind,176
sorry,187
shame,94
hate,123
hell,208
bad,393
feel,338
feeling,112
shit,338
worst,185
worse,215
blame,126
lonely,7
chaos,36
mad,123
ruined,20
anxiety,42
stress,49
stressed,15
phobia,0
shame,94
hurt,52
disorder,10
loneliness,6
turmoil,0
anger,20
horror,16
rage,8
fate,7
nervous,14
restless,0
depression,21
grief,23
worry,87
worried,103
angst,1
depressed,0
suicide,35
suffer,67
suffering,116
uncertainty,24
uneasy,1
sadness,5
afraid,65
alone,163
suicidal,4
mood,14
tension,1
anxious,8
desperate,50
dismal,2
exhausted,17
insecure,4
distress,12
distressed,1
frustration,6
disgusting,141
boredom,1
bored,9
insane,70
stupidity,62
bullshit,131
uncertain,12
displeased,0
uncomfortable,8
melancholy,1
overwhelmed,23
pessimistic,4
unhappy,7
upset,32
outrage,19
ass,163
damn,139
covidiot,147
terrify,3
terrified,12
terrifying,4
distrust,3
scare,28
scared,64
scaring,3
dread,3
failed,111
failed,111
failure,119
fuck,338
fucking,269
miserable,9
regret,20
shock,23
shocked,28
negligence,20
betrayed,4
cry,21
crying,27
idiot,154
idiots,86
selfish,87
upheaval,3
mess,55
crisis,307
horrible,51
violence,28
abuse,100
rape,12
stupid,255
