words,ocurrences
panic,256
fear,807
sad,452
mental,499
mind,388
sorry,412
shame,251
hate,374
hell,452
bad,989
feel,973
feeling,217
shit,639
worst,604
worse,802
blame,508
lonely,24
chaos,152
mad,125
ruined,72
anxiety,186
stress,228
stressed,48
phobia,4
shame,251
hurt,152
disorder,41
loneliness,48
turmoil,19
anger,67
horror,35
rage,28
fate,30
nervous,31
restless,5
depression,131
grief,79
worry,280
worried,682
angst,8
depressed,34
suicide,127
suffer,227
suffering,450
uncertainty,112
uneasy,8
sadness,25
afraid,180
alone,389
suicidal,9
mood,50
tension,15
anxious,53
desperate,152
dismal,8
exhausted,22
insecure,14
distress,38
distressed,16
frustration,34
disgusting,232
boredom,7
bored,16
insane,205
stupidity,162
bullshit,239
uncertain,88
displeased,1
uncomfortable,23
melancholy,0
overwhelmed,82
pessimistic,4
unhappy,19
upset,64
outrage,41
ass,219
damn,375
covidiot,39
terrify,5
terrified,32
terrifying,32
distrust,9
scare,106
scared,248
scaring,19
dread,8
failed,576
failed,576
failure,563
fuck,615
fucking,481
miserable,23
regret,30
shock,77
shocked,81
negligence,95
betrayed,13
cry,77
crying,63
idiot,228
idiots,222
selfish,191
upheaval,21
mess,196
crisis,1956
horrible,104
violence,162
abuse,123
rape,91
stupid,599
