words,ocurrences
panic,212
fear,830
sad,807
mental,405
mind,492
sorry,614
shame,420
hate,424
hell,633
bad,1364
feel,1087
feeling,325
shit,1130
worst,798
worse,962
blame,472
lonely,25
chaos,235
mad,166
ruined,93
anxiety,173
stress,196
stressed,49
phobia,4
shame,420
hurt,138
disorder,28
loneliness,39
turmoil,30
anger,66
horror,86
rage,71
fate,39
nervous,34
restless,4
depression,95
grief,61
worry,358
worried,485
angst,1
depressed,15
suicide,122
suffer,202
suffering,470
uncertainty,93
uneasy,4
sadness,28
afraid,223
alone,485
suicidal,12
mood,40
tension,17
anxious,62
desperate,115
dismal,12
exhausted,241
insecure,11
distress,35
distressed,7
frustration,47
disgusting,245
boredom,4
bored,26
insane,168
stupidity,331
bullshit,256
uncertain,47
displeased,0
uncomfortable,32
melancholy,2
overwhelmed,386
pessimistic,11
unhappy,28
upset,80
outrage,62
ass,341
damn,572
covidiot,109
terrify,1
terrified,54
terrifying,128
distrust,53
scare,126
scared,186
scaring,21
dread,10
failed,769
failed,769
failure,841
fuck,979
fucking,881
miserable,37
regret,34
shock,83
shocked,153
negligence,95
betrayed,9
cry,84
crying,87
idiot,330
idiots,468
selfish,360
upheaval,8
mess,445
crisis,1194
horrible,171
violence,177
abuse,138
rape,12
stupid,860
