words,ocurrences
panic,236
fear,695
sad,660
mental,993
mind,469
sorry,413
shame,325
hate,314
hell,387
bad,1010
feel,1018
feeling,471
shit,762
worst,577
worse,702
blame,355
lonely,25
chaos,181
mad,113
ruined,49
anxiety,270
stress,275
stressed,77
phobia,0
shame,325
hurt,139
disorder,33
loneliness,189
turmoil,51
anger,49
horror,45
rage,23
fate,21
nervous,40
restless,2
depression,176
grief,95
worry,500
worried,329
angst,8
depressed,38
suicide,155
suffer,210
suffering,369
uncertainty,151
uneasy,2
sadness,28
afraid,142
alone,437
suicidal,42
mood,39
tension,26
anxious,70
desperate,92
dismal,15
exhausted,35
insecure,6
distress,49
distressed,9
frustration,46
disgusting,169
boredom,17
bored,46
insane,147
stupidity,117
bullshit,256
uncertain,84
displeased,3
uncomfortable,22
melancholy,0
overwhelmed,93
pessimistic,7
unhappy,22
upset,72
outrage,31
ass,259
damn,389
covidiot,40
terrify,3
terrified,37
terrifying,60
distrust,25
scare,178
scared,175
scaring,12
dread,10
failed,533
failed,533
failure,555
fuck,791
fucking,681
miserable,26
regret,26
shock,95
shocked,100
negligence,67
betrayed,6
cry,92
crying,69
idiot,226
idiots,192
selfish,106
upheaval,14
mess,195
crisis,1871
horrible,153
violence,224
abuse,191
rape,19
stupid,606
