words,ocurrences
panic,136
fear,443
sad,399
mental,315
mind,275
sorry,230
shame,278
hate,198
hell,240
bad,497
feel,552
feeling,166
shit,415
worst,376
worse,423
blame,308
lonely,13
chaos,83
mad,52
ruined,32
anxiety,148
stress,150
stressed,28
phobia,8
shame,278
hurt,63
disorder,60
loneliness,22
turmoil,8
anger,47
horror,42
rage,24
fate,112
nervous,23
restless,1
depression,73
grief,93
worry,179
worried,149
angst,2
depressed,16
suicide,82
suffer,172
suffering,644
uncertainty,73
uneasy,8
sadness,18
afraid,92
alone,253
suicidal,8
mood,24
tension,9
anxious,15
desperate,45
dismal,5
exhausted,21
insecure,1
distress,36
distressed,7
frustration,14
disgusting,74
boredom,0
bored,14
insane,204
stupidity,112
bullshit,116
uncertain,30
displeased,1
uncomfortable,11
melancholy,0
overwhelmed,74
pessimistic,0
unhappy,8
upset,20
outrage,24
ass,119
damn,209
covidiot,24
terrify,2
terrified,18
terrifying,25
distrust,9
scare,54
scared,93
scaring,6
dread,5
failed,358
failed,358
failure,294
fuck,290
fucking,249
miserable,30
regret,24
shock,47
shocked,53
negligence,75
betrayed,10
cry,56
crying,424
idiot,175
idiots,129
selfish,58
upheaval,2
mess,74
crisis,1815
horrible,61
violence,154
abuse,101
rape,22
stupid,309
