words,ocurrences
panic,95
fear,460
sad,242
mental,469
mind,243
sorry,449
shame,190
hate,257
hell,262
bad,659
feel,676
feeling,245
shit,416
worst,324
worse,363
blame,268
lonely,42
chaos,76
mad,71
ruined,23
anxiety,129
stress,201
stressed,28
phobia,0
shame,190
hurt,106
disorder,59
loneliness,68
turmoil,6
anger,40
horror,28
rage,18
fate,22
nervous,29
restless,0
depression,97
grief,93
worry,215
worried,166
angst,6
depressed,18
suicide,83
suffer,135
suffering,230
uncertainty,94
uneasy,4
sadness,9
afraid,151
alone,271
suicidal,8
mood,46
tension,4
anxious,38
desperate,44
dismal,1
exhausted,32
insecure,6
distress,29
distressed,8
frustration,23
disgusting,201
boredom,6
bored,15
insane,77
stupidity,66
bullshit,136
uncertain,21
displeased,0
uncomfortable,7
melancholy,0
overwhelmed,50
pessimistic,4
unhappy,8
upset,31
outrage,24
ass,165
damn,220
covidiot,30
terrify,3
terrified,16
terrifying,42
distrust,23
scare,48
scared,92
scaring,6
dread,7
failed,281
failed,281
failure,292
fuck,516
fucking,422
miserable,7
regret,27
shock,53
shocked,33
negligence,45
betrayed,16
cry,46
crying,43
idiot,118
idiots,115
selfish,72
upheaval,5
mess,104
crisis,1049
horrible,89
violence,240
abuse,99
rape,8
stupid,319
