words,ocurrences
panic,828
fear,1236
sad,1901
mental,1005
mind,1302
sorry,2726
shame,1045
hate,1994
hell,1839
bad,4973
feel,4050
feeling,1293
shit,4254
worst,1727
worse,2162
blame,1758
lonely,38
chaos,731
mad,434
ruined,120
anxiety,252
stress,365
stressed,64
phobia,3
shame,1045
hurt,451
disorder,54
loneliness,32
turmoil,69
anger,182
horror,113
rage,129
fate,229
nervous,77
restless,9
depression,177
grief,145
worry,1334
worried,1131
angst,5
depressed,41
suicide,459
suffer,801
suffering,1262
uncertainty,638
uneasy,17
sadness,50
afraid,495
alone,1017
suicidal,31
mood,130
tension,23
anxious,45
desperate,389
dismal,33
exhausted,142
insecure,25
distress,94
distressed,28
frustration,70
disgusting,1146
boredom,10
bored,38
insane,499
stupidity,726
bullshit,930
uncertain,159
displeased,6
uncomfortable,44
melancholy,1
overwhelmed,137
pessimistic,15
unhappy,35
upset,201
outrage,112
ass,2211
damn,2593
covidiot,218
terrify,4
terrified,162
terrifying,105
distrust,65
scare,202
scared,579
scaring,27
dread,26
failed,1280
failed,1280
failure,1077
fuck,3406
fucking,3166
miserable,103
regret,132
shock,397
shocked,418
negligence,519
betrayed,28
cry,212
crying,248
idiot,1329
idiots,757
selfish,715
upheaval,340
mess,499
crisis,2874
horrible,830
violence,331
abuse,225
rape,147
stupid,3022
