words,ocurrences
panic,684
fear,929
sad,631
mental,941
mind,613
sorry,626
shame,410
hate,528
hell,585
bad,1470
feel,1250
feeling,395
shit,1037
worst,899
worse,1085
blame,699
lonely,65
chaos,352
mad,179
ruined,105
anxiety,368
stress,459
stressed,70
phobia,9
shame,410
hurt,212
disorder,100
loneliness,115
turmoil,24
anger,71
horror,144
rage,312
fate,42
nervous,45
restless,4
depression,260
grief,73
worry,424
worried,638
angst,5
depressed,43
suicide,163
suffer,227
suffering,468
uncertainty,219
uneasy,4
sadness,29
afraid,304
alone,600
suicidal,25
mood,56
tension,18
anxious,68
desperate,181
dismal,9
exhausted,41
insecure,32
distress,70
distressed,6
frustration,59
disgusting,236
boredom,6
bored,58
insane,151
stupidity,226
bullshit,381
uncertain,98
displeased,1
uncomfortable,47
melancholy,0
overwhelmed,104
pessimistic,13
unhappy,16
upset,78
outrage,73
ass,396
damn,487
covidiot,49
terrify,3
terrified,40
terrifying,64
distrust,35
scare,189
scared,246
scaring,18
dread,18
failed,1166
failed,1166
failure,662
fuck,914
fucking,901
miserable,24
regret,57
shock,201
shocked,181
negligence,184
betrayed,20
cry,86
crying,74
idiot,466
idiots,327
selfish,343
upheaval,31
mess,239
crisis,3269
horrible,190
violence,368
abuse,283
rape,78
stupid,876
