words,ocurrences
panic,86
fear,493
sad,452
mental,386
mind,357
sorry,398
shame,237
hate,302
hell,485
bad,1091
feel,673
feeling,242
shit,769
worst,453
worse,948
blame,418
lonely,10
chaos,61
mad,118
ruined,30
anxiety,136
stress,154
stressed,35
phobia,1
shame,237
hurt,96
disorder,32
loneliness,15
turmoil,11
anger,58
horror,45
rage,25
fate,21
nervous,33
restless,1
depression,88
grief,79
worry,236
worried,232
angst,2
depressed,16
suicide,67
suffer,157
suffering,279
uncertainty,80
uneasy,4
sadness,14
afraid,817
alone,361
suicidal,24
mood,20
tension,10
anxious,35
desperate,50
dismal,5
exhausted,52
insecure,8
distress,28
distressed,8
frustration,27
disgusting,150
boredom,8
bored,10
insane,167
stupidity,157
bullshit,232
uncertain,40
displeased,1
uncomfortable,20
melancholy,3
overwhelmed,216
pessimistic,7
unhappy,7
upset,186
outrage,44
ass,272
damn,444
covidiot,59
terrify,3
terrified,31
terrifying,54
distrust,23
scare,73
scared,128
scaring,11
dread,3
failed,337
failed,337
failure,317
fuck,691
fucking,575
miserable,20
regret,50
shock,35
shocked,87
negligence,56
betrayed,4
cry,66
crying,45
idiot,230
idiots,196
selfish,147
upheaval,3
mess,136
crisis,1966
horrible,125
violence,143
abuse,92
rape,23
stupid,631
