words,ocurrences
panic,103
fear,434
sad,267
mental,349
mind,268
sorry,218
shame,158
hate,315
hell,311
bad,606
feel,539
feeling,277
shit,502
worst,387
worse,491
blame,364
lonely,32
chaos,71
mad,101
ruined,27
anxiety,124
stress,255
stressed,37
phobia,6
shame,158
hurt,63
disorder,64
loneliness,20
turmoil,8
anger,30
horror,22
rage,19
fate,17
nervous,21
restless,2
depression,68
grief,51
worry,189
worried,146
angst,0
depressed,14
suicide,98
suffer,124
suffering,215
uncertainty,153
uneasy,6
sadness,18
afraid,125
alone,281
suicidal,7
mood,30
tension,4
anxious,61
desperate,53
dismal,12
exhausted,18
insecure,2
distress,16
distressed,28
frustration,24
disgusting,90
boredom,8
bored,22
insane,93
stupidity,79
bullshit,207
uncertain,34
displeased,0
uncomfortable,99
melancholy,0
overwhelmed,224
pessimistic,2
unhappy,8
upset,29
outrage,24
ass,189
damn,210
covidiot,37
terrify,1
terrified,15
terrifying,30
distrust,24
scare,45
scared,114
scaring,7
dread,9
failed,302
failed,302
failure,295
fuck,452
fucking,374
miserable,12
regret,14
shock,70
shocked,107
negligence,70
betrayed,10
cry,39
crying,31
idiot,155
idiots,129
selfish,75
upheaval,3
mess,123
crisis,927
horrible,64
violence,207
abuse,90
rape,31
stupid,280
