words,ocurrences
panic,341
fear,1515
sad,1208
mental,660
mind,830
sorry,838
shame,721
hate,892
hell,968
bad,2331
feel,1609
feeling,474
shit,1762
worst,1234
worse,1672
blame,1189
lonely,39
chaos,260
mad,246
ruined,125
anxiety,316
stress,380
stressed,76
phobia,4
shame,721
hurt,310
disorder,61
loneliness,35
turmoil,39
anger,118
horror,136
rage,63
fate,83
nervous,97
restless,4
depression,212
grief,126
worry,484
worried,740
angst,7
depressed,59
suicide,148
suffer,362
suffering,817
uncertainty,161
uneasy,7
sadness,42
afraid,454
alone,906
suicidal,20
mood,81
tension,45
anxious,69
desperate,249
dismal,22
exhausted,49
insecure,20
distress,82
distressed,12
frustration,58
disgusting,350
boredom,32
bored,128
insane,359
stupidity,345
bullshit,503
uncertain,100
displeased,0
uncomfortable,88
melancholy,1
overwhelmed,217
pessimistic,14
unhappy,17
upset,111
outrage,223
ass,766
damn,1092
covidiot,174
terrify,8
terrified,82
terrifying,584
distrust,96
scare,222
scared,367
scaring,44
dread,9
failed,1078
failed,1078
failure,2195
fuck,1499
fucking,1733
miserable,32
regret,65
shock,150
shocked,211
negligence,224
betrayed,25
cry,122
crying,119
idiot,732
idiots,517
selfish,418
upheaval,14
mess,525
crisis,3967
horrible,326
violence,327
abuse,229
rape,159
stupid,1347
