words,ocurrences
panic,194
fear,608
sad,517
mental,832
mind,440
sorry,313
shame,435
hate,345
hell,396
bad,832
feel,791
feeling,320
shit,535
worst,720
worse,1800
blame,348
lonely,12
chaos,166
mad,105
ruined,31
anxiety,320
stress,331
stressed,81
phobia,4
shame,435
hurt,110
disorder,55
loneliness,27
turmoil,12
anger,349
horror,69
rage,31
fate,53
nervous,26
restless,15
depression,117
grief,104
worry,278
worried,234
angst,5
depressed,72
suicide,77
suffer,214
suffering,715
uncertainty,102
uneasy,2
sadness,26
afraid,158
alone,446
suicidal,8
mood,35
tension,23
anxious,71
desperate,112
dismal,8
exhausted,36
insecure,11
distress,92
distressed,26
frustration,42
disgusting,136
boredom,2
bored,21
insane,96
stupidity,88
bullshit,160
uncertain,61
displeased,0
uncomfortable,19
melancholy,2
overwhelmed,128
pessimistic,4
unhappy,12
upset,47
outrage,39
ass,162
damn,284
covidiot,29
terrify,3
terrified,21
terrifying,48
distrust,20
scare,110
scared,109
scaring,14
dread,2
failed,477
failed,477
failure,496
fuck,517
fucking,411
miserable,49
regret,47
shock,69
shocked,72
negligence,108
betrayed,16
cry,76
crying,100
idiot,150
idiots,188
selfish,119
upheaval,8
mess,129
crisis,3456
horrible,356
violence,369
abuse,160
rape,11
stupid,424
