words,ocurrences
panic,536
fear,1077
sad,1421
mental,720
mind,1049
sorry,1772
shame,890
hate,1277
hell,1553
bad,3093
feel,2772
feeling,1164
shit,2691
worst,1135
worse,1668
blame,1452
lonely,37
chaos,401
mad,317
ruined,89
anxiety,225
stress,286
stressed,56
phobia,3
shame,890
hurt,344
disorder,50
loneliness,26
turmoil,52
anger,190
horror,97
rage,97
fate,129
nervous,116
restless,8
depression,219
grief,107
worry,843
worried,1027
angst,4
depressed,50
suicide,423
suffer,477
suffering,978
uncertainty,266
uneasy,8
sadness,41
afraid,404
alone,822
suicidal,34
mood,52
tension,32
anxious,32
desperate,315
dismal,14
exhausted,66
insecure,22
distress,73
distressed,20
frustration,95
disgusting,836
boredom,5
bored,34
insane,417
stupidity,1002
bullshit,766
uncertain,94
displeased,3
uncomfortable,47
melancholy,1
overwhelmed,85
pessimistic,5
unhappy,25
upset,146
outrage,97
ass,1527
damn,1901
covidiot,158
terrify,2
terrified,87
terrifying,90
distrust,78
scare,156
scared,403
scaring,36
dread,11
failed,1136
failed,1136
failure,954
fuck,2445
fucking,2148
miserable,75
regret,93
shock,177
shocked,319
negligence,578
betrayed,26
cry,151
crying,118
idiot,1207
idiots,862
selfish,874
upheaval,23
mess,421
crisis,1953
horrible,466
violence,236
abuse,186
rape,170
stupid,2884
