words,ocurrences
panic,76
fear,412
sad,401
mental,529
mind,269
sorry,244
shame,214
hate,222
hell,299
bad,683
feel,563
feeling,171
shit,476
worst,390
worse,473
blame,280
lonely,7
chaos,56
mad,86
ruined,28
anxiety,135
stress,298
stressed,31
phobia,4
shame,214
hurt,91
disorder,45
loneliness,9
turmoil,12
anger,38
horror,55
rage,26
fate,19
nervous,34
restless,3
depression,67
grief,52
worry,176
worried,235
angst,2
depressed,15
suicide,74
suffer,118
suffering,364
uncertainty,74
uneasy,3
sadness,10
afraid,121
alone,240
suicidal,14
mood,24
tension,4
anxious,28
desperate,56
dismal,7
exhausted,26
insecure,11
distress,36
distressed,4
frustration,38
disgusting,98
boredom,5
bored,10
insane,89
stupidity,142
bullshit,154
uncertain,30
displeased,0
uncomfortable,16
melancholy,1
overwhelmed,123
pessimistic,2
unhappy,5
upset,48
outrage,50
ass,212
damn,250
covidiot,62
terrify,2
terrified,21
terrifying,43
distrust,24
scare,51
scared,171
scaring,7
dread,6
failed,308
failed,308
failure,281
fuck,434
fucking,318
miserable,12
regret,48
shock,68
shocked,73
negligence,63
betrayed,5
cry,35
crying,32
idiot,178
idiots,201
selfish,131
upheaval,6
mess,99
crisis,931
horrible,82
violence,97
abuse,73
rape,11
stupid,533
