words,ocurrences
panic,641
fear,1948
sad,1666
mental,1390
mind,1227
sorry,1209
shame,907
hate,1076
hell,1196
bad,2762
feel,2660
feeling,780
shit,2134
worst,1537
worse,2104
blame,1502
lonely,100
chaos,273
mad,423
ruined,184
anxiety,729
stress,682
stressed,133
phobia,8
shame,907
hurt,408
disorder,90
loneliness,113
turmoil,42
anger,161
horror,173
rage,121
fate,121
nervous,115
restless,32
depression,560
grief,212
worry,763
worried,1116
angst,4
depressed,87
suicide,309
suffer,443
suffering,1135
uncertainty,320
uneasy,9
sadness,77
afraid,514
alone,1263
suicidal,30
mood,184
tension,50
anxious,127
desperate,392
dismal,26
exhausted,85
insecure,46
distress,123
distressed,21
frustration,60
disgusting,518
boredom,82
bored,313
insane,483
stupidity,551
bullshit,580
uncertain,216
displeased,2
uncomfortable,63
melancholy,7
overwhelmed,329
pessimistic,40
unhappy,23
upset,162
outrage,145
ass,871
damn,909
covidiot,226
terrify,12
terrified,95
terrifying,203
distrust,48
scare,188
scared,498
scaring,46
dread,25
failed,1132
failed,1132
failure,1021
fuck,1621
fucking,1445
miserable,51
regret,85
shock,252
shocked,244
negligence,206
betrayed,25
cry,260
crying,266
idiot,887
idiots,772
selfish,457
upheaval,25
mess,479
crisis,9560
horrible,337
violence,447
abuse,474
rape,258
stupid,2325
