words,ocurrences
panic,311
fear,1295
sad,955
mental,1038
mind,820
sorry,986
shame,550
hate,675
hell,875
bad,1742
feel,1538
feeling,522
shit,1350
worst,1505
worse,1347
blame,1043
lonely,38
chaos,287
mad,229
ruined,144
anxiety,467
stress,567
stressed,95
phobia,8
shame,550
hurt,238
disorder,71
loneliness,69
turmoil,33
anger,150
horror,98
rage,81
fate,60
nervous,59
restless,7
depression,376
grief,167
worry,552
worried,543
angst,8
depressed,49
suicide,196
suffer,487
suffering,793
uncertainty,325
uneasy,8
sadness,36
afraid,402
alone,798
suicidal,47
mood,73
tension,34
anxious,110
desperate,201
dismal,21
exhausted,58
insecure,38
distress,91
distressed,21
frustration,80
disgusting,272
boredom,16
bored,62
insane,166
stupidity,257
bullshit,334
uncertain,138
displeased,3
uncomfortable,51
melancholy,3
overwhelmed,128
pessimistic,25
unhappy,15
upset,96
outrage,88
ass,543
damn,790
covidiot,79
terrify,6
terrified,72
terrifying,107
distrust,27
scare,191
scared,382
scaring,21
dread,13
failed,1059
failed,1059
failure,918
fuck,1128
fucking,1060
miserable,29
regret,142
shock,150
shocked,296
negligence,163
betrayed,39
cry,152
crying,132
idiot,394
idiots,389
selfish,243
upheaval,18
mess,319
crisis,4364
horrible,230
violence,448
abuse,459
rape,56
stupid,993
