words,ocurrences
panic,539
fear,2261
sad,1665
mental,2423
mind,1254
sorry,1341
shame,1024
hate,1078
hell,1285
bad,2946
feel,2642
feeling,958
shit,2099
worst,1771
worse,2076
blame,1874
lonely,99
chaos,403
mad,355
ruined,140
anxiety,943
stress,792
stressed,143
phobia,10
shame,1024
hurt,363
disorder,76
loneliness,135
turmoil,50
anger,173
horror,147
rage,119
fate,95
nervous,74
restless,21
depression,513
grief,226
worry,817
worried,813
angst,14
depressed,59
suicide,453
suffer,489
suffering,919
uncertainty,702
uneasy,49
sadness,52
afraid,637
alone,1189
suicidal,43
mood,225
tension,90
anxious,201
desperate,356
dismal,25
exhausted,59
insecure,66
distress,158
distressed,37
frustration,96
disgusting,371
boredom,75
bored,207
insane,483
stupidity,397
bullshit,564
uncertain,377
displeased,4
uncomfortable,85
melancholy,3
overwhelmed,267
pessimistic,18
unhappy,29
upset,167
outrage,159
ass,937
damn,1050
covidiot,177
terrify,11
terrified,113
terrifying,241
distrust,41
scare,258
scared,559
scaring,58
dread,24
failed,1623
failed,1623
failure,1119
fuck,1836
fucking,1476
miserable,70
regret,227
shock,350
shocked,273
negligence,298
betrayed,33
cry,389
crying,240
idiot,789
idiots,608
selfish,349
upheaval,33
mess,391
crisis,12322
horrible,453
violence,947
abuse,577
rape,94
stupid,1575
