words,ocurrences
panic,254
fear,1248
sad,1030
mental,719
mind,761
sorry,657
shame,595
hate,768
hell,888
bad,1577
feel,1521
feeling,359
shit,1523
worst,1090
worse,1622
blame,876
lonely,47
chaos,214
mad,181
ruined,111
anxiety,395
stress,360
stressed,49
phobia,7
shame,595
hurt,211
disorder,52
loneliness,42
turmoil,22
anger,79
horror,114
rage,49
fate,48
nervous,56
restless,4
depression,333
grief,86
worry,418
worried,444
angst,12
depressed,63
suicide,223
suffer,289
suffering,559
uncertainty,128
uneasy,7
sadness,36
afraid,280
alone,605
suicidal,17
mood,44
tension,33
anxious,69
desperate,307
dismal,10
exhausted,36
insecure,20
distress,53
distressed,5
frustration,74
disgusting,651
boredom,14
bored,63
insane,292
stupidity,191
bullshit,463
uncertain,85
displeased,0
uncomfortable,26
melancholy,0
overwhelmed,87
pessimistic,14
unhappy,19
upset,95
outrage,97
ass,649
damn,635
covidiot,48
terrify,5
terrified,71
terrifying,128
distrust,29
scare,229
scared,236
scaring,30
dread,17
failed,787
failed,787
failure,710
fuck,1407
fucking,1148
miserable,40
regret,39
shock,90
shocked,213
negligence,166
betrayed,20
cry,117
crying,91
idiot,406
idiots,334
selfish,287
upheaval,19
mess,246
crisis,2341
horrible,278
violence,214
abuse,170
rape,30
stupid,938
