words,ocurrences
panic,57
fear,228
sad,144
mental,272
mind,165
sorry,159
shame,82
hate,99
hell,128
bad,481
feel,315
feeling,115
shit,212
worst,194
worse,228
blame,214
lonely,7
chaos,35
mad,34
ruined,34
anxiety,107
stress,92
stressed,15
phobia,3
shame,82
hurt,39
disorder,26
loneliness,11
turmoil,2
anger,20
horror,13
rage,19
fate,14
nervous,13
restless,2
depression,64
grief,23
worry,90
worried,75
angst,7
depressed,10
suicide,40
suffer,78
suffering,114
uncertainty,34
uneasy,0
sadness,3
afraid,63
alone,124
suicidal,5
mood,28
tension,2
anxious,16
desperate,22
dismal,1
exhausted,22
insecure,6
distress,14
distressed,2
frustration,10
disgusting,66
boredom,1
bored,9
insane,41
stupidity,48
bullshit,89
uncertain,20
displeased,0
uncomfortable,10
melancholy,0
overwhelmed,38
pessimistic,3
unhappy,2
upset,6
outrage,13
ass,56
damn,104
covidiot,43
terrify,2
terrified,9
terrifying,12
distrust,4
scare,41
scared,58
scaring,6
dread,3
failed,148
failed,148
failure,132
fuck,179
fucking,133
miserable,12
regret,21
shock,69
shocked,27
negligence,35
betrayed,6
cry,15
crying,16
idiot,59
idiots,63
selfish,65
upheaval,5
mess,51
crisis,496
horrible,45
violence,83
abuse,54
rape,7
stupid,170
