words,ocurrences
panic,333
fear,1508
sad,1339
mental,1160
mind,1272
sorry,960
shame,794
hate,994
hell,1007
bad,2382
feel,2106
feeling,619
shit,1943
worst,1564
worse,1696
blame,1057
lonely,45
chaos,279
mad,263
ruined,181
anxiety,417
stress,637
stressed,132
phobia,5
shame,794
hurt,387
disorder,50
loneliness,59
turmoil,41
anger,110
horror,93
rage,76
fate,129
nervous,81
restless,20
depression,318
grief,167
worry,866
worried,718
angst,8
depressed,53
suicide,191
suffer,453
suffering,887
uncertainty,352
uneasy,17
sadness,46
afraid,386
alone,827
suicidal,22
mood,84
tension,42
anxious,100
desperate,309
dismal,37
exhausted,61
insecure,31
distress,89
distressed,16
frustration,58
disgusting,338
boredom,17
bored,382
insane,346
stupidity,390
bullshit,529
uncertain,182
displeased,4
uncomfortable,99
melancholy,2
overwhelmed,223
pessimistic,16
unhappy,26
upset,129
outrage,369
ass,902
damn,1157
covidiot,131
terrify,2
terrified,90
terrifying,142
distrust,64
scare,178
scared,368
scaring,21
dread,21
failed,1546
failed,1546
failure,1348
fuck,1548
fucking,1559
miserable,47
regret,153
shock,196
shocked,762
negligence,252
betrayed,20
cry,153
crying,123
idiot,863
idiots,536
selfish,489
upheaval,13
mess,373
crisis,6546
horrible,310
violence,468
abuse,292
rape,123
stupid,1575
