words,ocurrences
panic,178
fear,614
sad,228
mental,179
mind,236
sorry,134
shame,117
hate,153
hell,146
bad,407
feel,335
feeling,86
shit,327
worst,322
worse,276
blame,324
lonely,5
chaos,44
mad,55
ruined,10
anxiety,48
stress,69
stressed,9
phobia,1
shame,117
hurt,41
disorder,30
loneliness,7
turmoil,26
anger,36
horror,18
rage,6
fate,5
nervous,18
restless,1
depression,26
grief,24
worry,105
worried,89
angst,0
depressed,13
suicide,35
suffer,67
suffering,101
uncertainty,66
uneasy,0
sadness,5
afraid,75
alone,226
suicidal,2
mood,23
tension,3
anxious,10
desperate,26
dismal,2
exhausted,16
insecure,4
distress,7
distressed,2
frustration,18
disgusting,114
boredom,1
bored,8
insane,55
stupidity,112
bullshit,120
uncertain,31
displeased,0
uncomfortable,9
melancholy,0
overwhelmed,30
pessimistic,3
unhappy,3
upset,28
outrage,17
ass,92
damn,165
covidiot,91
terrify,1
terrified,22
terrifying,16
distrust,10
scare,122
scared,82
scaring,3
dread,3
failed,136
failed,136
failure,103
fuck,218
fucking,184
miserable,10
regret,15
shock,38
shocked,59
negligence,35
betrayed,2
cry,33
crying,46
idiot,144
idiots,93
selfish,75
upheaval,5
mess,51
crisis,467
horrible,46
violence,114
abuse,56
rape,15
stupid,321
