words,ocurrences
panic,277
fear,578
sad,448
mental,513
mind,403
sorry,483
shame,382
hate,463
hell,326
bad,977
feel,976
feeling,353
shit,705
worst,679
worse,580
blame,321
lonely,21
chaos,86
mad,80
ruined,96
anxiety,177
stress,288
stressed,77
phobia,3
shame,382
hurt,94
disorder,30
loneliness,33
turmoil,8
anger,27
horror,38
rage,19
fate,35
nervous,25
restless,3
depression,79
grief,75
worry,273
worried,259
angst,8
depressed,39
suicide,78
suffer,183
suffering,544
uncertainty,73
uneasy,8
sadness,16
afraid,134
alone,288
suicidal,11
mood,44
tension,19
anxious,58
desperate,91
dismal,7
exhausted,49
insecure,11
distress,48
distressed,9
frustration,21
disgusting,126
boredom,7
bored,18
insane,89
stupidity,141
bullshit,175
uncertain,54
displeased,2
uncomfortable,15
melancholy,0
overwhelmed,153
pessimistic,8
unhappy,6
upset,42
outrage,44
ass,302
damn,290
covidiot,67
terrify,5
terrified,23
terrifying,49
distrust,11
scare,118
scared,154
scaring,16
dread,8
failed,442
failed,442
failure,462
fuck,615
fucking,537
miserable,39
regret,43
shock,72
shocked,82
negligence,89
betrayed,5
cry,83
crying,81
idiot,291
idiots,178
selfish,61
upheaval,7
mess,125
crisis,1843
horrible,129
violence,289
abuse,134
rape,18
stupid,525
