words,ocurrences
panic,318
fear,1332
sad,797
mental,750
mind,647
sorry,572
shame,508
hate,600
hell,646
bad,2121
feel,1268
feeling,407
shit,1123
worst,1387
worse,1227
blame,901
lonely,20
chaos,583
mad,184
ruined,140
anxiety,401
stress,448
stressed,73
phobia,9
shame,508
hurt,261
disorder,62
loneliness,41
turmoil,45
anger,85
horror,69
rage,53
fate,32
nervous,75
restless,6
depression,364
grief,102
worry,596
worried,410
angst,12
depressed,52
suicide,189
suffer,261
suffering,829
uncertainty,277
uneasy,12
sadness,34
afraid,327
alone,1781
suicidal,26
mood,68
tension,46
anxious,86
desperate,197
dismal,19
exhausted,39
insecure,14
distress,151
distressed,10
frustration,34
disgusting,265
boredom,16
bored,45
insane,367
stupidity,217
bullshit,418
uncertain,91
displeased,0
uncomfortable,39
melancholy,1
overwhelmed,89
pessimistic,16
unhappy,13
upset,97
outrage,76
ass,452
damn,524
covidiot,77
terrify,2
terrified,70
terrifying,136
distrust,54
scare,175
scared,271
scaring,29
dread,22
failed,1146
failed,1146
failure,1159
fuck,782
fucking,811
miserable,34
regret,155
shock,853
shocked,163
negligence,139
betrayed,13
cry,93
crying,74
idiot,405
idiots,363
selfish,358
upheaval,17
mess,259
crisis,3147
horrible,193
violence,1533
abuse,207
rape,32
stupid,967
